publish_no,공시연도,자율의무,기업명,업종,사전점검수행,IT부문투자액,정보보호투자액,투자액비율BA,주요투자항목,총임직원,IT부문인력,정보보호전담인력,인력비율DC,CISO_CPO_지정현황,인증평가점검,이용자보호활동,투자특기사항,인력특기사항
2846,2024,의무,(주)포스코디엑스,정보통신업(58~63) - 시스템 소프트웨어 개발 및 공급업,O,"15,683,973,360 원","3,406,033,194 원",21.7 %,"VDI Refresh구축, 보안클라우드, 문서보안솔루션 등 신규 투자 증가","2,115.4 명",29.3 명,내부인력 3 명 외주인력 3.3 명 계 6.3 명,21.5 %,[CISO] 직책 정보보호 사무국장 임원여부 O 겸직여부 O / CPO 주요활동(건) 1 건 [CPO] 직책 정보보호 사무국장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,정보보호 관리체계(ISMS) 인증,○ 대외사이트 보안 취약점 점검 ○ 직군별 정보보호 교육 ○ 정보보호 관리체계(ISMS) 인증 컨설팅 ○ 보안 업무 효율성을 위한 RPA과제 수행 ○ 전사 생활보안점검(사무실 정보보호 실태 점검) ○ 전사보안의 날 교육 및 공지 ○ 신규입사자 정보보호 교육 ○ 개인정보 취급자 교육 ○ 근무환경에 따른 보안리스크 점검 ○ 모의피싱 메일 점검 ○ 정보보호 규정 개정 ○ 개인정보보호 배상책임보험 가입 ○ 정보보안 담당자 보안교육 이수 ○ 정보보안 예외권한자 검토 ○ 정보보호위원회 활동. 그룹사 CISO협의회 활동(분기1회) ○ 정보보호 캠페인(2023. 4. ~ 12.),,
2848,2024,의무,TikTok Pte. Ltd.,-,X,,,,,,,,,[CISO] 직책 Head of Global Security 임원여부 X 겸직여부 O / 주요활동(건) 0 건 [CPO] 직책 Chief Privacy Officer 임원여부 X 겸직여부 O / 주요활동(건) 0 건,"당사는 당사의 정보보호 기준을 검증하기 위해 지속적으로 노력하고 있으며 이를 위해 업계 최고의 전문가와 협력하여 당사의 방어 조치를 테스트하고 있습니다. 당사는 위와 같은 꾸준한 노력으로 당사는 여러 인증을 통해 당사의 정보보호 시스템이 글로벌 규정 및 기준을 준수하고 있음을 인정받았습니다. 당사가 받은 인증의 예시는 다음과 같습니다: - 공동체의 안전을 보장하기 위한 인력, 절차 및 기술에 대한 투자를 입증하는 ISO 27001 인증(미국, 영국, 아일랜드 및 싱가포르 포함) - TAG Brand Safety Certified(사기 방지 인증) 자세한 내용은 당사의 TikTok for Business Security Portal에서 확인하실 수 있습니다. : https://trustcenter.tiktok.com","물리적 보호: 당사는 당사의 물리적 보호 프로토콜과 서비스 제공자의 보안 장치를 통해 당사 사업장에 대한 접근을 적절하게 제한하고 있습니다. 네트워크 보호: 당사는 방화벽, 침입 탐지 시스템 및 맬웨어 방지 소프트웨어를 사용하여 무단 접근 및 원하지 않는 네트워크 트래픽을 방지합니다. DDoS 방지: 당사는 Anti-DDoS 솔루션을 활용하여 당사의 데이터 센터를 파괴적인 공격으로부터 보호합니다. 서버 강화: 당사는 사용하지 않는 포트와 계정을 비활성화하고, 디폴트 패스워드를 제거하며, 펌웨어와 소프트웨어 버전을 업데이트하는 등의 방법을 활용하여 당사의 서버를 기준 규격으로 강화합니다. 침입 탐지 및 방지: 당사의 침입 탐지 메커니즘은 개별 장치에 대한 호스트 기반 경고와 서버 내 모니터링 지점의 네트워크 기반 신호로 작동합니다. 당사의 핵심 시스템은 호스트 기반 침입 탐지 시스템(Host-based Intrusion Detection System, HIDS)에 의하여 보호됩니다. 설계에 의한 데이터 보호: 주요 변경 사항 및 새로운 기능은 변경 관리 정책에 의하여 규율 되며, 당사 소프트웨어 개발 라이프 사이클(Software Development Life Cycle, SDLC)은 코드 검토, 취약성 스캐너, 수동 검토 및 테스트 절차 중 잠재적인 보안 문제에 대한 코드 변경 사항을 검사하도록 요구할 뿐만 아니라 보안 코드 사양을 준수하도록 요구합니다. 암호화: 고객 데이터는 강력한 암호화 프로토콜로 보호되는 공용 네트워크를 통해 전송됩니다. 일부 데이터 요소는 저장 시에도 256비트(AES)를 사용하여 암호화됩니다. 기록 및 모니터링: 이벤트 로그, 감사 로그, 오류 로그, 관리자 로그 및 운영자 로그는 보안 팀에서 모니터링 및 분석되어 비정상적인 활동을 식별하는 데 활용됩니다. 맬웨어 보호: 당사는 당사 시스템에 맬웨어가 침입하는 것을 방지하기 위해 엔드포인트를 자동 스캔하는 맬웨어 방지 소프트웨어를 활용합니다. 비즈니스 연속성(Business Continuity, BC) 및 재해 복구(Disaster Recovery, DR): 당사의 BC/DR 계획은 여러 단계 및 구성으로 다수의 인프라 스택 레벨에서의 장애를 견디고 복구할 수 있는 능력을 강화하고 있습니다. 당사는 정기적인 위협 및 위험 분석과 실시간 훈련을 수행하고 학습 내용을 문서화합니다. 보안 거버넌스, 위험 및 규정 준수(Security Governance, Risk and Compliance, GRC): 당사의 GRC 프로그램은 모든 정보 보안 정책을 수립하고, 모든 보안 위험 관리 활동을 수행하며, 글로벌 보안 제어 프레임워크의 구현과 테스트를 감독하며, 제3자 검증 및 외부 감사를 포함한 모든 보안 규정 준수 이니셔티브를 원활하게 진행합니다. 피싱 및 스푸핑: 당사는 수신 이메일 발신자의 신원을 인증하고 확인하기 위해 다양한 메커니즘을 활용합니다(예: SPF, DKIM, DMARC). 취약성 관리: 당사는 인증된 제3자 검사 도구, 사내 도구 및 침투 테스트의 조합을 사용하여 보안 위협을 적극적으로 검사하는 취약성 관리 절차를 시행하고 있습니다. 신고 포상 프로그램: 또한 당사는 HackerOne과 파트너 관계를 맺고 HackerOne의 외부 버그 신고 포상 프로그램을 통하여 2024년 3월 기준 860개 이상의 취약점을 식별하고 해결하는 데 도움을 준 전 세계 해커에게 $1,200,000이상의 버그 신고 포상금을 수여했습니다(자세한 내용은 https://hackerone.com/tiktok?type=team 를 참조하시기 바랍니다). 레드 팀 연습: 당사의 레드 팀은 다양한 작전을 수행하여(플랫폼을 공격할 수 있는 공격자가 사용할 수 있는 공격 방법을 모방한 고성능 공격 시뮬레이션을 포함합니다) 당사의 방어 능력을 향상시키고 블루 팀이 중점 사항, 데이터 및 비즈니스 보안을 개선할 수 있도록 도움을 줍니다.","당사의 투자는 글로벌 차원에서 이루어지므로 국내 정보보호 투자액을 별도로 구분하여 작성하기 어려운 점을 양해해 주시기 바랍니다. TikTok에서는 당사 플랫폼의 정보보호를 강화하는 것을 우선 순위에 두고 상당한 규모의 예산을 할당합니다. 정보보호는 당사의 사업과 플랫폼의 근본적인 측면을 형성하며, 당사의 직원, 프로세스 및 제품을 통해 구현되고 있습니다. 당사는 조직적 보호, 물리적 보호, 인프라 보호, 데이터 보호, 신원 및 접근 제어, 운영상 보호 및 사고 관리를 포괄하는 종합적인 정보보호 조치를 취하고 있으며, 한국 이용자를 포함하여 당사 서비스에 의존하는 모든 이용자의 정보 보안을 위태롭게 할 수 있는 모든 형태의 위협을 최소화하는 것을 목표로 하고 있습니다.","당사의 인사관리는 글로벌 차원에서 이루어지므로 국내 정보보호 인사관리 현황을 별도로 구분하여 작성하기 어려운 점을 양해해 주시기 바랍니다. 당사에는 정보보호 프로그램 구현 및 관리를 담당하는 전담 정보보호 팀이 있습니다. 전담 정보보호 팀은 방어 시스템을 설계 및 관리하고, 검토 절차를 수립하며, 네트워크를 지속적으로 모니터링하여 의심스러운 활동을 탐지합니다. 한국 이용자의 정보에 접근할 수 있는 직원은 당사의 정보보호 정책, 기준 및 절차를 반드시 준수하여야 합니다."
2843,2024,의무,(주)셀트리온,제조업(10~34) - 의약용 화합물 및 항생물질 제조업,X,"20,260,809,476 원","2,848,107,170 원",14.1 %,- 정보보호관리체계 표준인증 획득 (ISO27001) - 외부공개 서비스 대상 침투 테스트,"2,444.8 명",51.6 명,내부인력 6.9 명 외주인력 0 명 계 6.9 명,13.3 %,[CISO] 직책 정보보호담당 임원여부 O 겸직여부 O / CPO 주요활동(건) 4 건 [CPO] 직책 정보보호담당 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,- ISO/IEC 27001:2013 인증 - 국가첨단전략기술 수출신고 사전조사 수검 - 국가핵심기술 보유기관 대상 현황 실태조사,"- 정보보안 규정 및 개인정보보호 규정 정기개정 - 국가첨단전략기술 보호관리규정 개정 - 국가첨단전략기술 보호심의위원회 운영 (연 7회) - 전사 정보보호위원회 운영 (1회) - 정보유출 이상징후 상시 모니터링 및 퇴직자 수시 보안점검 - 정보보안관제 운영 및 실시간 대응 - 영상정보보호기기 안전성 점검 및 Clean활동 (연 1회) - 개인정보 손해배상책임보험 가입 및 갱신 (연 1회) - 재직자 정보보안 교육 (연 1회) 및 신규입사자 정보보안 교육 (월 1회) - 국가첨단전략기술 취급자 보안교육 (수시) - 개인정보취급자 개인정보보호 교육 (연 1회) - 임직원 대상 보안사고사례 및 주의안내, CEO 보안서신 발행 (14회) - 임직원 대상 악성메일 모의훈련 실시 (연 8회) - 정보보안 담당자 직무교육 및 역량강화 교육 수강",합병으로 인한 정보기술부문 및 정보보호부문 투자액 증가 (셀트리온헬스케어합병),CISO 주요활동 - ‘23년 생명공학분야 산업보안협의회 '생명공학 분야 기술보호 가이드라인 개정' 주관 (2023.03.31 ~ 2023.10.31) - ’23년 산업보호의 날 '산자부 장관 표창' 수상 - 산업보안 한림원 회원사 활동 (2023.09.01 ~ 2023.12.31) - 산업부장관 주재 바이오경제 2.0 전략원탁회의 참가 (2023.07.19)
2494,2024,자율,(주)카카오헬스케어,정보통신업(58~63) - 컴퓨터시스템 통합 자문 및 구축 서비스업,O,"13,664,411,259 원","589,144,441 원",4.3 %,정보보호 솔루션 구축,150 명,100.9 명,내부인력 3.7 명 외주인력 0.5 명 계 4.2 명,4.1 %,[CISO] 직책 팀장 임원여부 X 겸직여부 X 주요활동(건) 2 건 [CPO] 직책 연구소장 임원여부 O 겸직여부 O / 연구소장 주요활동(건) 3 건,ISO 27001 ISO 27799,클라우드 보안을 위한 3rd party 솔루션 도입 정책 및 지침 제/개정 정보보호 위원회 정보보호 실무위원회 정보보안팀 Monthly Report 원격보안관제 서비스 계약 사내 정보유출탐지(DLP)솔루션 구축 개인정보보호배상책임보험 HIPAA 개인정보보호 및 보안교육 침해사고 대응 훈련(악성메일 모의훈련) 재해복구 대응 훈련 임직원 정보보호 교육(개인정보보호교육) 신규입사자 보안교육 수시 실시 생활보안수칙 개인정보처리수탁사 점검 (개인)정보보호 세미나 참가 버그바운티 참가 정보보호 전담인력 업무 전문 교육 이수,,2022 CISO 신고 및 사내 지정 완료
2839,2024,자율,충북대학교병원,보건업 및 사회복지 서비스업(86~87) - 종합 병원,O,"18,850,423,798 원","1,024,909,994 원",5.4 %,"의생명진료연구동 및 오송임상시험센터 ICT Infra 구축(방화벽, 망연계, NAC 센서 등 포함), ISMS 인증 및 주요정보통신기반시설 취약점 분석·평가 컨설팅 용역 수행 등","2,606 명",36.5 명,내부인력 1 명 외주인력 0.7 명 계 1.7 명,4.7 %,[CISO] 직책 진료부원장 임원여부 O 겸직여부 O / CPO 주요활동(건) 5 건 [CPO] 직책 진료부원장 임원여부 O 겸직여부 O / CISO 주요활동(건) 4 건,○ 정보보호관리체계(ISMS) 인증,"○ 정보보호관리체계(ISMS) 인증심사 및 주요정보통신 기반시설 취약점 분석·평가 컨설팅 컨설팅 ○ 정보보호규정, 개인정보보호 내부관리계획 개정 및 공표 ○ 데이터심의위원회 운영규정 제정 및 데이터 심의 진행(7건) ○ 홈페이지/모바일앱/인프라 취약점 진단 ○ 개인정보 관리 수준진단 수행 ○ 공공부문 집중관리시스템 개인정보 처리 실태점검 수행 ○ 고유식별정보 안전조치 관리실태 점검 수행 ○ 교직원 개인정보 보호 및 보안 교육 실시 ○ 사이버보안 진단의 날(매월) ○ 해킹 메일 훈련 진행 ○ IT주요직무자 정보보호 교육 ○ 개인정보처리 수탁사 정보보호 교육 및 준수사항 점검 진행 ○ 전산망 침투 대응 훈련 ○ 사이버공격 대응 실전훈련 ○ 정보보호위원회 운영",,"○ CISO와 CPO 겸직 ○ CISO 주요활동 : 정보보호위원회 운영, 정보보호규정 및 세부기준 개정, 주요정보통신기반시설 취약점 분석·평가, 주요정보통신기반시설 사이버공격 대응 실전훈련 진행, 정보보호관리체계(ISMS) 수립 및 운영 전반에 대한 최종 승인 ○ CPO 주요활동 : 정보보호위원회 운영, 개인정보보호 내부관리계획 개정, 개인정보 관리 수준진단 검토 및 승인, 개인정보처리 수탁사 교육 및 준수사항 점검 검토 및 승인"
2842,2024,의무,주식회사 이노션,"전문, 과학 및 기술 서비스업(70~73) - 광고 대행업",O,"10,419,824,021 원","315,538,200 원",3.0 %,"방화벽, 백업, 유출방지 및 계정관리 솔루션 도입등",873.2 명,17.4 명,내부인력 0 명 외주인력 1.6 명 계 1.6 명,9.2 %,"[CISO] 직책 경영지원실장 임원여부 O 겸직여부 O / CISO, CPO 주요활동(건) 0 건 [CPO] 직책 경영지원실장 임원여부 O 겸직여부 O / CISO, CPO 주요활동(건) 0 건",해당사항 없음,"○ 보안솔루션(WAF-Web Application Firewell, EDR-Endpoint Detection and Response) 도입 ○ 이노션 전사 사이버 보안 강화 프로젝트 ○ 서버 보안 취약성 관련 OS 정기 업데이트 수행 ○ DB/OS 접근 권한 적정성 모니터링 ○ 모의해킹 및 인프라 보안점검을 통한 침해 대응 점검 ○ Digital Guardian을 통한 파일 전송 모니터링 강화 ○ 이노션 보안 규정 제정/개정 ○ 개인정보보호 교육 ○ 피싱메일 모의훈련",-,-
2840,2024,의무,LG유플러스,정보통신업(58~63) - 무선 및 위성 통신업,O,"951,521,347,756 원","63,177,523,240 원",6.6 %,,"10,856.3 명","4,880.4 명",내부인력 68.2 명 외주인력 89.3 명 계 157.5 명,3.2 %,[CISO] 직책 사이버보안센터장 임원여부 O 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 사이버보안센터장 임원여부 O 겸직여부 O / CISO 주요활동(건) 0 건,1) ISO27001 2) ISMS(정보보호 관리체계) 3) ISMS-P (정보보호및 개인정보 관리체계) 4) 사물인터넷(IoT) 제품보안 인증서 5) 정보보안경영시스템 인증서(보안아웃소싱) 6) 정보보안경영시스템 인증서(IDC운영),1) DDoS 공격대응을 위한 침입차단시스템(IPS) 구축 2) 개인정보 Compliance 점검센터 상시 운영 3) 개인정보보호 배상책임보험 가입 4) 윈도우 OS 업그레이드를 통한 보안성 제고 5) 주요 정보통신기반시설 보호대책 수립 6) 보안역량 점검을 통한 보안 아키텍처 수립 7) 사이버보안혁신과제 수행 8) 소스 코드 취약점 시각화 9) 재난발생시 업무연속성 계획 수립 시행 10) 외부 전문가에 의한 보안 진단 11) 전사 위기관리체계 운용 12) 전사 보안표준 및 내부관리계획 제개정 13) 개인정보처리시스템 전송구간 암호화 14) 임직원 및 협력사 정보보안 교육 진행 15) 개인정보_APT_DDoS 모의훈련 수행 16) 정보보호 조직구성및 전사보안조직 협의체 운영 17) 직무별 보안교육 콘텐츠 개발 18) 보안취약점 상시점검센터운영 19) 외부 오픈 통신포트 모니터링 및 차단 프로젝트 20) AI보안 분석시스템을 이용한 정보유출 및 비인가행위 모니터링 21) 정보주체 권리보호강화/이용자 정보 열람편의성 제고 22) 수탁사 보안점검 강화,,
2841,2024,의무,롯데이노베이트(주),정보통신업(58~63) - 시스템 소프트웨어 개발 및 공급업,O,"77,955,961,855 원","7,671,206,328 원",9.8 %,APT대응 솔루션 도입 등,"2,959.6 명",629.8 명,내부인력 62.1 명 외주인력 1.2 명 계 63.3 명,10.1 %,[CISO] 직책 정보보호실장 임원여부 X 겸직여부 O / CPO 주요활동(건) 0 건 [CPO] 직책 정보보호실장 임원여부 X 겸직여부 O / CISO 주요활동(건) 0 건,○ ISMS 정보보호 관리체계 ○ ISO27001 ○ 정보보호 전문서비스 기업 ○ 보안관제 전문기업,○ 개인정보 손해배상책임보험 가입 ○ 정보보호 규정 및 지침 운영 ○ 정보보호 수준진단 점검 ○ 클라우드 플랫폼 보안진단 ○ 데이터센터 보안점검 ○ 노후화 보안솔루션 고도화 ○ 해외법인 현장 정보보호 점검 ○ 정보보호의 날 임직원 인식제고 활동 ○ 임직원/개인정보취급자 정보보호 교육 ○ 개인정보 수탁사 교육 및 점검 ○ 임직원 모의바이러스 메일 훈련 ○ 침해사고 대응훈련 ○ 사무실 보안점검 ○ 프로젝트 보안점검 ○ 정보보호 협의체 운영,,
2722,2024,의무,주식회사 솔루엠,제조업(10~34) - 그 외 기타 전자부품 제조업,X,"5,603,881,658 원","408,907,372 원",7.3 %,"어플리케이션 기획 및 개발, 시스템 유지보수 등",432.7 명,6.8 명,내부인력 0 명 외주인력 1.2 명 계 1.2 명,17.6 %,[CISO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,- ISO/IEC 27001:2013 - ISO/IEC 27017:2016 - CSA STAR - GDPR - SOC2,- 정보보안 인증 컨설팅 - 임직원 정보보호 교육,-,-
2813,2024,의무,고려대학교의료원,보건업 및 사회복지 서비스업(86~87) - 종합병원,X,"8,212,421,806 원","409,749,904 원",4.9 %,- DLP 시스템 고도화 및 구축 - 정보보안 거버넌스 구축 컨설팅 - ISMS 인증 및 주요정보통신기반시설 컨설팅,"4,190.1 명",57.7 명,내부인력 1.3 명 외주인력 0.7 명 계 2 명,3.4 %,[CISO] 직책 병원장 임원여부 O 겸직여부 O / 병원장 주요활동(건) 2 건 [CPO] 직책 병원장 임원여부 O 겸직여부 O / 병원장 주요활동(건) 0 건,- 정보보호 관리체계(ISMS) 인증(2023.10.18 ~ 2026.10.17) - 전자의무기록시스템 사용 인증(2022.05.14 ~ 2025.06.13),"- 연간 정보보호 계획 수립(2023.03) 및 이행 - 개인정보보호 손해배상보험 갱신(2023.12) - D-dos 대응 모의훈련(2023.11) - 악성이메일 대응 모의훈련(2023.08) - 정보보호의 날 행사 진행(2023.11) - 정보보호활동 실적보고 및 정보보호위원회 시행(2023.04, 10) - 정보보호 내부감사 실시 및 조치(연중) - Network DLP 시스템 고도화 및 정책 강화 시행(2023.09) - Endpoint DLP 시스템 교체 및 정책 시행(2023.09) - 정보보호 거버넌스 수립 컨설팅 실시(2023.04) - 의료기관 개인정보보호 자율점검(2023.10) - 주요정보통신기반시설 보호대책 제출(2023.08)",특이사항 없음,특이사항 없음
2834,2024,의무,하이비젼시스템,"제조업(10~34) - 전자기 측정, 시험 및 분석기구 제조업",X,"991,766,055 원","42,769,574 원",4.0 %,"DLP, 백업, 다중인증솔루션(MFA)",369 명,2 명,내부인력 0 명 외주인력 0 명 계 0 명,0.0 %,[CISO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 - 임원여부 X 겸직여부 X 주요활동(건) 0 건,-,"- 방화벽, 웹방화벽 운영. - 네트워크접근제어솔루션(NAC) 운영. - 메일보안솔루셔녀 운영. - DLP보안솔루션 운영. - 임직원 정보보안교육 실시. - 내부회계 관리제도 ITGC 운영.",서버 분산운영 (IDC위탁),-
2830,2024,의무,한국무브넥스 (주),제조업(10~34) - 자동차 엔진용 신품 부품 제조업,O,"1,551,504,210 원","288,956,069 원",18.6 %,,482.6 명,17.1 명,내부인력 1 명 외주인력 3.5 명 계 4.5 명,26.4 %,[CISO] 직책 상무 임원여부 O 겸직여부 O / 관리실장 주요활동(건) 8 건 [CPO] 직책 팀장 임원여부 X 겸직여부 O / 인력관리팀장 주요활동(건) 8 건,H-ISMS 인증,* 임직원 정보보호 및 개인정보보호 수준진단 * 임직원 보안의식 제고 활동 추진(정보보호 6대 실천수칙 등) * 정보보호 보안의날 개최 등 지원 * 정보보호 담당자지정 및 관리활동 * 정보보호 고객사 인증서 취득 * 정보보호 취약계층 대상 보안의식 제고 캠페인(보안의날) 실시 * 정보보호 생활 실천수칙 마련 및 배포 * 그룹웨어 공지사항 내 실천수칙 게시,,
2836,2024,의무,케이지스틸 주식회사,제조업(10~34) - 냉간 압연 및 압출 제품 제조업,X,"11,260,593,947 원","718,569,709 원",6.4 %,,"1,138.5 명",51.1 명,내부인력 0 명 외주인력 0.3 명 계 0.3 명,0.6 %,[CISO] 직책 매니저 임원여부 X 겸직여부 X 주요활동(건) 0 건 [CPO] 직책 인사팀장 임원여부 X 겸직여부 O / 인사팀장 주요활동(건) 0 건,-해당사항 없음,"- 개인정보 손해배상책임 보험 가입 - 내부회계관리제도 - 내부통제(ITGC) 운영 - 시스템 보안 취약점 점검 - IT 보안 교육 - 문서정보보안 시스템(DRM) 운영 - 문서반출시스템 (STEP) 운영 - 외부 보안 접속 (VPN) 운영 - PC 통제 (ESCORT) 운영 - 불법소프트웨어 사용 통제 - 그룹웨어 스팸메일 차단 - 통합계정관리 (SSO) 운영 - 출력물 통제 (워터마크, 출력자 정보 표시)",,"- 정보보호 및 정보기술부문 인력을 자체 운영하고 있지 않고, 그룹사의 IT 전문기업과 계약하여 운영 중임 - 대부분의 정보보호업무는 정보기술부분 인력이 겸임하여 수행하고 있어 정보보호부분 전담인력 규모가 상대적으로 낮음"
2835,2024,의무,한온시스템(주),제조업(10~34) - 공기 조화장치 제조업,O,"19,929,864,295 원","1,517,113,402 원",7.6 %,,"2,217.8 명",48.3 명,내부인력 3 명 외주인력 0.7 명 계 3.7 명,7.7 %,[CISO] 직책 전무 임원여부 O 겸직여부 O / Global DT Lead 주요활동(건) 0 건 [CPO] 직책 팀장 임원여부 X 겸직여부 X 주요활동(건) 0 건,ISO/IEC 27001:2013,- 보안조직구성 및 보안규정 제/개정 - BCP 운영 및 모의훈련 - 임직원 대상 사내 정기 정보보호 교육 추진 - 사이버 위기대응 모의훈련 시행 - 정보보호 전담인력 교육 추진 - 홈페이지 팝업 및 공지사항에 실천수칙 게시,,
2660,2024,의무,(주)동성화인텍,제조업(10~34) - 선박 구성 부분품 제조업,O,"1,078,151,839 원","79,507,338 원",7.4 %,"백신라이선스 갱신, 서버실 UPS 배터리 교체 등",501.8 명,3.2 명,내부인력 0.3 명 외주인력 0.8 명 계 1.1 명,34.4 %,[CISO] 직책 경영지원실장 임원여부 O 겸직여부 O / CPO 겸직 주요활동(건) 0 건 [CPO] 직책 경영지원실장 임원여부 O 겸직여부 O / CISO 겸직 주요활동(건) 0 건,해당사항 없음,정보보안교육 등 2건,-,-
2831,2024,의무,조선대학교병원,보건업 및 사회복지 서비스업(86~87) - 보건업,X,"3,097,143,181 원","550,090,179 원",17.7 %,○ 외부 방화벽 교체 및 이중화 ○ 웹 방화벽 교체,"1,917.3 명",18 명,내부인력 1 명 외주인력 0 명 계 1 명,5.5 %,[CISO] 직책 의료정보실장 임원여부 O 겸직여부 O / 영상의학과 과장 주요활동(건) 2 건 [CPO] 직책 의료정보실장 임원여부 O 겸직여부 O / 영상의학과 과장 주요활동(건) 1 건,○ ISMS인증 획득 ○ EMR인증 획득,"○ 행정안전부 개인정보 자율점검 (매년 1회), ○ 개인정보위원회 고유식별정보 자율점검 (매년 1회) ○ 침해사고 대응 모의 훈련 수행 (매년 1회) ○ 모의해킹 취약점 점검 사업 시행 (매년 1회) ○ 보안장비 점검 및 백업 (매월 1회) ○ 개인정보 배상책임보험 가입 ○ (개인)정보보호 위원회 개최 ○ 임직원 정보보호 교육 ○ 수탁사 개인정보 보안점검",,○ CISO와 CPO겸직 ○ CISO 주요 활동 - 정보보호관리체계의 수립 및 관리 - 정보보안 인증 유지 및 관리 ○ CPO 주요 활동 - 개인정보보호위원회 운영
