기업,연도,자율의무,업종,총임직원,IT투자,보안투자,투자비율,IT인력,전담내부,전담외주,전담계,인력비율,외주의존,CISO임원,CISO겸직,CISO활동건수,수정공시,publish_no
한국타이어앤테크놀로지,2023,의무,제조업(10~34),898.0,20396918708.0,709920086.0,3.4805261332024524,113.4,1.2,2.0,3.2,2.821869488536155,62.5,X,X,0.0,False,1556
한국앤컴퍼니,2023,의무,금융 및 보험업(64~66),1099.0,5643315519.0,39899034.0,0.7070140569965888,39.1,0.0,0.0,0.0,0.0,,O,O,0.0,False,1557
애경산업,2023,의무,제조업(10~34),876.6,5861138844.0,373746915.0,6.376694443650685,18.1,0.7,0.9,1.6,8.83977900552486,56.25,O,O,0.0,False,1558
단국대학교의과대학부속병원,2023,의무,보건업 및 사회복지 서비스업(86~87),2011.2,3604071649.0,345478176.0,9.585774358727239,18.9,2.9,0.0,2.9,15.343915343915345,0.0,O,O,0.0,False,1559
LX인터내셔널,2023,의무,도매 및 소매업(45~47),394.7,9571953790.0,657115897.0,6.865013260788004,35.5,1.0,0.2,1.2,3.3802816901408446,16.666666666666668,X,O,0.0,False,1560
백패커,2023,자율,도매 및 소매업(45~47),262.5,8465909154.0,382146159.0,4.513941173340401,68.0,4.0,0.0,4.0,5.88235294117647,0.0,O,O,0.0,False,1561
케이지스틸,2023,의무,제조업(10~34),1137.0,10028327745.0,676187037.0,6.742769624149335,48.6,0.0,0.3,0.3,0.6172839506172839,100.0,X,X,0.0,False,1562
국민은행,2023,자율,금융 및 보험업(64~66),17222.2,607261026569.0,54196275635.0,8.924708364903102,1799.1,58.9,34.0,92.9,5.163692957589907,36.59849300322928,O,O,1.0,False,1563
강남제비스코,2023,의무,제조업(10~34),679.6,871561023.0,38685557.0,4.438651566454918,3.4,0.0,0.2,0.2,5.882352941176471,100.0,O,O,0.0,False,1564
대원산업,2023,의무,제조업(10~34),533.8,1816175026.0,40132849.0,2.2097456701841027,6.4,0.0,0.0,0.0,0.0,,X,O,0.0,True,1566
현대건설,2023,의무,건설업(41~42),7221.8,29996389916.0,2962011740.0,9.874560733123657,92.2,7.2,5.5,12.7,13.774403470715836,43.30708661417323,X,X,6.0,False,1567
일신방직,2023,의무,제조업(10~34),601.8,423743752.0,23602439.0,5.569979235941631,3.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,1568
에어부산,2023,의무,운수 및 창고업(49~52),1150.8,14681459412.0,494156221.0,3.365852175404972,32.2,2.9,0.9,3.8,11.801242236024843,23.68421052631579,X,O,0.0,False,1569
한샘,2023,의무,도매 및 소매업(45~47),2337.0,19548793128.0,513617359.0,2.627360961042341,172.7,1.8,11.7,13.5,7.81702374059062,86.66666666666666,O,O,0.0,False,1570
에스케이플래닛,2023,의무,정보통신업(58~63),857.3,116713166078.0,7101671390.0,6.08472174017961,849.8,18.0,29.6,47.6,5.601317957166393,62.18487394957983,X,X,0.0,False,1571
현대위아,2023,의무,제조업(10~34),2919.8,26265197278.0,3063827992.0,11.664972318964054,71.1,8.0,0.0,8.0,11.251758087201127,0.0,X,X,0.0,False,1572
강릉아산병원,2023,의무,보건업 및 사회복지 서비스업(86~87),1705.9,4830775344.0,478470447.0,9.904630477057431,19.5,1.0,0.0,1.0,5.128205128205128,0.0,O,O,1.0,False,1573
셀트리온,2023,의무,제조업(10~34),2203.6,12444316648.0,1465993909.0,11.78042917475592,40.1,6.7,0.0,6.7,16.708229426433917,0.0,O,O,0.0,False,1574
동원시스템즈,2023,의무,제조업(10~34),1685.0,4551434099.0,222988506.0,4.8993020913780345,10.8,0.0,0.5,0.5,4.62962962962963,100.0,O,O,0.0,False,1575
무림페이퍼,2023,의무,제조업(10~34),462.0,2885591352.0,104116350.0,3.60814603661177,4.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,1576
무림피앤피,2023,의무,제조업(10~34),696.0,3353674295.0,121311565.0,3.6172733047113033,5.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,1577
에스티팜,2023,자율,제조업(10~34),606.8,1968445029.0,470166580.0,23.88517703432398,7.7,0.0,0.2,0.2,2.5974025974025974,100.0,O,O,1.0,False,1578
케이티샛,2023,의무,정보통신업(58~63),200.6,88670006569.0,1308969553.0,1.4762258441713367,72.8,1.8,0.0,1.8,2.4725274725274726,0.0,O,X,2.0,False,1579
현대글로비스,2023,의무,운수 및 창고업(49~52),1620.2,43506022825.0,3445132696.0,7.918748881868173,159.0,6.0,2.8,8.7,5.471698113207546,32.18390804597701,X,X,0.0,False,1580
이마트,2023,의무,도매 및 소매업(45~47),27409.8,88834787159.0,3890095677.0,4.37902290466161,343.3,5.8,10.3,16.1,4.68977570637926,63.975155279503106,O,X,0.0,False,1581
깨끗한나라,2023,의무,제조업(10~34),614.0,4851059263.0,180439954.0,3.719599044609734,16.6,0.0,0.0,0.0,0.0,,X,O,0.0,False,1582
도화엔지니어링,2023,의무,"전문, 과학 및 기술 서비스업(70~73)",2454.1,4522759891.0,1065510767.0,23.55886212576302,12.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,1583
네이버웹툰유한회사,2023,의무,정보통신업(58~63),712.8,37882565737.0,2845271577.0,7.510767873415227,252.0,9.3,4.7,14.0,5.555555555555555,33.57142857142858,O,O,0.0,False,1584
동양이엔피,2023,의무,제조업(10~34),395.3,2719827490.0,737346951.0,27.110063182720463,16.1,2.0,0.0,2.0,12.422360248447204,0.0,O,O,0.0,False,1585
스튜디오드래곤,2023,의무,정보통신업(58~63),169.3,1759295904.0,118978980.0,6.7628748370007,0.0,0.0,0.0,0.0,,,X,O,0.0,False,1586
현대에버다임,2023,의무,제조업(10~34),541.3,606579088.0,74335055.0,12.254800152292754,4.6,0.0,0.2,0.2,4.347826086956522,100.0,O,O,0.0,False,1587
송원산업,2023,의무,제조업(10~34),637.7,3062153719.0,204500927.0,6.678336418290044,5.2,0.0,0.2,0.2,3.8461538461538463,100.0,O,O,0.0,False,1588
피에이치에이,2023,의무,제조업(10~34),687.9,4017906822.0,271943319.0,6.768283363640433,9.8,1.0,0.2,1.2,12.244897959183671,16.666666666666668,X,X,0.0,False,1589
더존비즈온,2023,의무,정보통신업(58~63),1808.0,36587667863.0,2745445464.0,7.503745454015083,636.0,31.0,2.8,33.8,5.314465408805031,8.284023668639055,X,X,0.0,False,1590
원광대학교병원,2023,의무,보건업 및 사회복지 서비스업(86~87),2180.5,3845472453.0,344172145.0,8.950061382743703,16.6,1.0,0.0,1.0,6.024096385542168,0.0,O,O,1.0,True,1591
엔디에스,2023,의무,정보통신업(58~63),458.3,768242532.0,72830439.0,9.480136280712976,7.3,0.4,0.0,0.4,5.479452054794521,0.0,O,O,0.0,False,1592
대림,2023,의무,도매 및 소매업(45~47),556.8,15311037175.0,1464319968.0,9.56381955881444,70.4,2.1,3.7,5.8,8.238636363636363,63.793103448275865,X,X,0.0,False,1593
호스트웨이아이디씨,2023,의무,정보통신업(58~63),84.3,6023875173.0,1189721513.0,19.75010236487847,56.2,2.0,0.0,2.0,3.558718861209964,0.0,O,O,0.0,False,1594
효성티앤씨,2023,의무,도매 및 소매업(45~47),1435.0,7960432204.0,600406223.0,7.54238221761759,34.4,0.9,0.9,1.8,5.232558139534884,50.0,O,O,0.0,False,1595
에스앤티다이내믹스,2023,의무,제조업(10~34),538.3,2014862106.0,463956667.0,23.02672056903531,9.0,0.0,1.0,1.0,11.11111111111111,100.0,O,O,0.0,True,1596
한국단자공업,2023,의무,제조업(10~34),1145.5,4953619516.0,541869179.0,10.938853443422197,6.5,2.0,0.0,2.0,30.76923076923077,0.0,O,O,0.0,True,1597
에코플라스틱,2023,의무,제조업(10~34),566.8,2192435416.0,61596666.0,2.8095088024248556,4.0,0.0,0.0,0.0,0.0,,X,X,0.0,True,1598
에이치케이이노엔,2023,의무,제조업(10~34),1715.5,8507280977.0,875500945.0,10.291195828220262,30.2,2.0,1.8,3.8,12.582781456953644,47.36842105263158,O,O,0.0,False,1599
이구산업,2023,의무,제조업(10~34),205.7,288023312.0,9398187.0,3.2629952536619675,3.0,0.0,0.0,0.0,0.0,,X,O,0.0,False,1600
도이치모터스,2023,의무,도매 및 소매업(45~47),1087.0,1796186869.0,246426747.0,13.719438175004273,3.2,0.0,0.0,0.0,0.0,,X,O,0.0,True,1601
삼기,2023,의무,제조업(10~34),556.0,1138472553.0,29148698.0,2.56033383705123,6.7,0.0,0.0,0.0,0.0,,O,O,0.0,True,1602
경동나비엔,2023,의무,제조업(10~34),1539.8,18533600369.0,461932891.0,2.492407744868862,169.1,3.4,0.0,3.4,2.0106445890005915,0.0,O,O,0.0,False,1603
대신증권,2023,자율,금융 및 보험업(64~66),1532.9,55998404727.0,4676988201.0,8.352002568289162,261.7,9.1,2.2,11.3,4.317921283912877,19.469026548672566,O,O,0.0,False,1604
동방,2023,의무,운수 및 창고업(49~52),786.8,5121936534.0,611019144.0,11.92945558665136,17.5,0.0,4.0,4.0,22.857142857142858,100.0,X,O,0.0,True,1605
롯데하이마트,2023,의무,도매 및 소매업(45~47),3439.8,48491155720.0,3564014925.0,7.349824668192091,185.0,3.5,6.0,9.5,5.135135135135135,63.1578947368421,O,X,0.0,False,1606
아이마켓코리아,2023,의무,도매 및 소매업(45~47),442.2,40909793413.0,1103470961.0,2.697327140863409,45.2,1.2,0.0,1.2,2.654867256637168,0.0,O,O,0.0,False,1607
디아이동일,2023,의무,도매 및 소매업(45~47),232.0,380074244.0,12409701.0,3.265072862974635,4.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,1609
대한전선,2023,의무,제조업(10~34),902.0,5025961862.0,336299558.0,6.6912477100686765,17.2,0.0,2.0,2.0,11.627906976744185,100.0,O,O,0.0,False,1610
이녹스첨단소재,2023,의무,제조업(10~34),735.0,2881731163.0,211334682.0,7.3336015764909845,6.8,0.0,0.0,0.0,0.0,,X,O,0.0,False,1611
경동도시가스,2023,의무,"전기, 가스, 증기 및 공기 조절 공급업(35)",293.6,2467156288.0,477928218.0,19.371623124347444,12.0,2.0,0.3,2.3,19.166666666666664,13.043478260869565,X,X,1.0,False,1612
경남스틸,2023,의무,제조업(10~34),107.3,122884811.0,6657000.0,5.417268371759956,0.0,0.0,0.0,0.0,,,O,O,0.0,True,1613
에스와이,2023,의무,제조업(10~34),281.0,401793564.0,38543245.0,9.592798007088039,2.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,1614
솔브레인,2023,의무,제조업(10~34),1367.0,1712015938.0,410019960.0,23.94954105853657,14.0,3.0,0.0,3.0,21.428571428571427,0.0,O,X,0.0,False,1616
삼천리,2023,의무,"전기, 가스, 증기 및 공기 조절 공급업(35)",847.0,11066452295.0,615378337.0,5.5607553405171934,39.2,1.0,1.0,2.0,5.10204081632653,50.0,O,O,0.0,False,1617
한국콜마,2023,의무,제조업(10~34),1001.3,2800115236.0,263346545.0,9.404846686816857,11.5,0.0,0.0,0.0,0.0,,O,O,0.0,False,1618
삼익THK,2023,의무,제조업(10~34),663.8,3424421983.0,95021667.0,2.774823531437422,8.7,0.0,0.0,0.0,0.0,,O,O,0.0,False,1620
넥슨코리아,2023,의무,정보통신업(58~63),3255.3,396724268168.0,13341372209.0,3.3628828079028317,2528.7,81.1,15.3,96.4,3.81223553604619,15.871369294605808,O,X,0.0,False,1621
엔비티,2023,의무,"전문, 과학 및 기술 서비스업(70~73)",64.9,4547096561.0,170295761.0,3.745153829822089,21.8,1.0,0.4,1.4,6.422018348623852,28.571428571428577,O,O,0.0,False,1622
씨제이올리브네트웍스,2023,의무,정보통신업(58~63),1391.9,63425461849.0,9255360221.0,14.592499528083334,291.2,19.9,8.2,28.1,9.649725274725276,29.181494661921704,X,O,0.0,False,1623
효성화학,2023,의무,제조업(10~34),1272.0,7112921395.0,489748189.0,6.885331101005369,31.3,1.0,0.7,1.7,5.431309904153355,41.17647058823529,O,O,0.0,False,1624
에스에프에이반도체,2023,의무,제조업(10~34),628.0,2785326547.0,400472395.0,14.377933367681358,14.0,1.0,0.0,1.0,7.142857142857142,0.0,O,X,0.0,False,1625
남양유업,2023,의무,제조업(10~34),2128.0,9556132909.0,501052024.0,5.243250892085307,35.7,3.3,0.7,4.0,11.204481792717086,17.5,X,X,0.0,False,1626
유니드,2023,의무,제조업(10~34),402.3,1894668714.0,188272451.0,9.936958878817482,6.1,0.0,0.6,0.6,9.836065573770492,100.0,O,O,0.0,False,1627
남광토건,2023,의무,건설업(41~42),581.0,459897980.0,52271540.0,11.365899019604305,4.0,1.0,0.0,1.0,25.0,0.0,O,O,0.0,False,1628
켐트로닉스,2023,의무,제조업(10~34),533.2,2894258244.0,354532785.0,12.24952147013734,6.3,1.6,0.0,1.6,25.396825396825403,0.0,O,O,0.0,False,1629
기아,2023,의무,제조업(10~34),35461.3,213229837270.0,13011787904.0,6.102236005331638,993.4,18.5,47.0,65.5,6.593517213609824,71.7557251908397,O,O,0.0,False,1630
(학)단국대학교,2023,자율,교육 서비스업(85),3879.0,4256825695.0,279407040.0,6.563741623909738,23.0,1.0,0.0,1.0,4.3478260869565215,0.0,O,O,3.0,False,1631
쏘카,2023,의무,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",414.8,18339500615.0,490716455.0,2.6757350993441977,152.9,4.5,0.5,5.0,3.2701111837802483,10.0,O,O,0.0,False,1632
한미약품,2023,의무,제조업(10~34),2340.9,27654342630.0,1185875986.0,4.288208914839788,47.6,2.3,4.0,6.3,13.23529411764706,63.49206349206349,O,X,0.0,False,1633
한익스프레스,2023,의무,운수 및 창고업(49~52),434.0,2223935888.0,128280210.0,5.768161334694015,9.2,0.0,0.1,0.1,1.0869565217391306,100.0,X,X,0.0,False,1634
케이티앤지,2023,의무,제조업(10~34),4429.8,46866497908.0,8203486150.0,17.50394528326744,257.4,10.3,17.3,27.6,10.722610722610725,62.68115942028986,O,O,0.0,False,1635
한솔테크닉스,2023,의무,제조업(10~34),646.0,2913665832.0,218179667.0,7.4881499657164525,8.0,0.0,1.0,1.0,12.5,100.0,O,O,0.0,False,1636
우리산업,2023,의무,제조업(10~34),344.7,320274033.0,57495250.0,17.95189246578726,3.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,1638
동아대학교병원,2023,의무,보건업 및 사회복지 서비스업(86~87),2203.1,2525908260.0,249323171.0,9.870634454475399,16.0,1.0,0.0,1.0,6.25,0.0,O,O,0.0,False,1639
금호석유화학,2023,의무,제조업(10~34),1455.7,13181888612.0,744320461.0,5.646538845142534,50.4,2.0,0.0,2.0,3.968253968253968,0.0,O,O,0.0,False,1640
엘지씨엔에스,2023,의무,정보통신업(58~63),6474.8,366376207316.0,20416138278.0,5.572451996150245,2450.4,84.1,58.3,142.4,5.811296114920013,40.94101123595505,O,X,0.0,False,1641
심텍,2023,의무,제조업(10~34),3013.0,4447617922.0,242048000.0,5.442194096815675,18.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,1642
알리바바코리아유한회사,2023,의무,정보통신업(58~63),,,,,,,,,,,O,O,0.0,False,1643
(학)성균관대학삼성창원병원,2023,의무,교육 서비스업(85),2175.9,9238798126.0,839366447.0,9.085234199866745,19.0,2.0,0.0,2.0,10.526315789473683,0.0,O,O,4.0,False,1644
에듀윌,2023,자율,교육 서비스업(85),898.7,13710585162.0,724649353.0,5.285327682500558,130.6,4.8,2.0,6.8,5.206738131699847,29.411764705882355,O,O,10.0,False,1645
해성디에스,2023,의무,제조업(10~34),1364.1,4784689525.0,282580994.0,5.905942120664559,29.0,0.9,0.0,0.9,3.103448275862069,0.0,O,O,0.0,False,1646
율촌화학,2023,의무,제조업(10~34),795.7,6972922713.0,191471690.0,2.7459316255295487,2.0,0.0,0.0,0.0,0.0,,O,O,0.0,True,1647
하림,2023,의무,제조업(10~34),2310.5,5510254992.0,143401926.0,2.6024553529409515,14.1,0.0,0.0,0.0,0.0,,X,O,0.0,False,1648
숲,2023,의무,정보통신업(58~63),653.8,48462972757.0,864565261.0,1.7839707550237351,234.7,4.8,0.0,4.8,2.0451640391989776,0.0,O,O,0.0,False,1649
제이더블유중외제약,2023,의무,도매 및 소매업(45~47),1210.4,9276942439.0,708993133.0,7.642530258885872,21.8,0.0,2.6,2.6,11.926605504587156,100.0,X,O,0.0,False,1650
피아이첨단소재,2023,자율,제조업(10~34),326.2,2888558705.0,259137613.0,8.9711734974069,6.4,0.0,1.0,1.0,15.625,100.0,O,O,0.0,False,1651
와이지-원,2023,의무,제조업(10~34),1614.1,2727259430.0,411795518.0,15.099242612207231,10.6,2.8,0.0,2.8,26.41509433962264,0.0,X,X,0.0,False,1652
E1,2023,의무,도매 및 소매업(45~47),305.7,10061946583.0,904351412.0,8.987837537598663,17.5,1.0,0.0,1.0,5.714285714285714,0.0,X,O,0.0,False,1653
서울도시가스,2023,의무,"전기, 가스, 증기 및 공기 조절 공급업(35)",522.0,9722452914.0,792770193.0,8.154014218556286,31.0,1.0,1.0,2.0,6.451612903225806,50.0,O,O,0.0,False,1654
조흥,2023,의무,제조업(10~34),410.5,797704853.0,14053439.0,1.761734173629253,3.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,1655
한화,2023,의무,제조업(10~34),4723.3,43627972136.0,4429709108.0,10.15336925170718,54.8,19.0,0.2,19.2,35.03649635036496,1.0416666666666667,O,X,0.0,True,1656
롯데케미칼,2023,의무,제조업(10~34),4835.1,32654235925.0,1005746775.0,3.079988695218567,76.1,3.8,1.3,5.1,6.701708278580814,25.490196078431378,X,O,0.0,False,1657
신성이엔지,2023,의무,제조업(10~34),482.0,3338738241.0,645188778.0,19.32432947504015,22.3,4.0,1.6,5.6,25.112107623318387,28.571428571428577,X,X,0.0,False,1658
신성통상,2023,의무,제조업(10~34),913.2,7617327861.0,536070480.0,7.037513545197789,66.5,3.8,0.0,3.8,5.714285714285714,0.0,X,O,0.0,False,1659
동화기업,2023,의무,제조업(10~34),776.4,11100110495.0,252421051.0,2.274040885572284,71.4,0.0,0.5,0.5,0.7002801120448179,100.0,O,O,0.0,False,1660
넛지헬스케어,2023,의무,정보통신업(58~63),135.2,5942752683.0,234416213.0,3.9445729193909984,73.2,2.1,0.8,2.9,3.961748633879781,27.586206896551722,O,O,1.0,False,1661
경창산업,2023,의무,제조업(10~34),1314.3,3440473451.0,144592670.0,4.202696868885096,8.1,1.0,0.0,1.0,12.34567901234568,0.0,O,O,0.0,False,1662
에이치엘홀딩스,2023,의무,금융 및 보험업(64~66),265.7,5137057811.0,245020712.0,4.769670130543135,41.3,2.0,0.0,2.0,4.842615012106538,0.0,O,O,0.0,False,1663
엠케이전자,2023,의무,제조업(10~34),304.3,847181563.0,47066329.0,5.555636602068026,3.5,0.0,0.0,0.0,0.0,,X,O,0.0,False,1664
호텔신라,2023,의무,도매 및 소매업(45~47),2092.4,54298868287.0,2953581630.0,5.439490219922565,206.4,7.2,8.3,15.5,7.50968992248062,53.5483870967742,O,O,0.0,False,1665
아이티엠반도체,2023,의무,제조업(10~34),439.1,2245007050.0,172782884.0,7.696318102876336,6.9,1.0,0.0,1.0,14.492753623188406,0.0,O,O,0.0,False,1676
동서,2023,의무,도매 및 소매업(45~47),288.2,1249033832.0,155263916.0,12.430721412196304,6.0,0.0,0.0,0.0,0.0,,O,X,1.0,False,1680
에스케이렌터카,2023,의무,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",651.6,32360406889.0,2723926690.0,8.417467367896172,147.9,5.1,9.9,15.0,10.141987829614605,66.0,X,X,0.0,False,1681
에스케이가스,2023,의무,도매 및 소매업(45~47),601.0,26607034281.0,1440280496.0,5.4131568396125225,82.8,1.0,5.2,6.2,7.487922705314009,83.87096774193549,O,O,0.0,False,1682
세코닉스,2023,의무,제조업(10~34),849.5,768672003.0,34799603.0,4.527236957269536,4.1,0.0,0.1,0.1,2.439024390243903,100.0,O,O,0.0,True,1683
정보보호공시우수기업(고시성실성및다양한정보보호노력평가를통해공시연도에과학기술정보통신부장관표창을수여받은자)삼성에스디에스,2023,의무,정보통신업(58~63),11791.9,467613525285.0,52973544796.0,11.32848857691056,1677.8,225.3,0.0,225.3,13.428298962927645,0.0,O,X,0.0,False,1684
가톨릭대학교서울성모병원,2023,의무,보건업 및 사회복지 서비스업(86~87),4725.2,14896966616.0,1358847089.0,9.121636129200546,53.1,3.6,0.8,4.4,8.286252354048965,18.181818181818183,X,X,2.0,False,1685
엘지,2023,의무,금융 및 보험업(64~66),206.9,6122485395.0,1322097203.0,21.59412587704507,14.1,0.0,1.0,1.0,7.092198581560284,100.0,O,O,0.0,False,1686
한세실업,2023,의무,제조업(10~34),546.0,2667424446.0,108842003.0,4.080415592022358,9.3,0.0,0.0,0.0,0.0,,X,O,0.0,False,1687
아세아시멘트,2023,의무,제조업(10~34),492.5,1694209232.0,111066800.0,6.555671985619306,6.6,0.0,0.1,0.1,1.5151515151515154,100.0,O,O,0.0,False,1688
롯데지주,2023,의무,금융 및 보험업(64~66),284.5,13689818137.0,1740484794.0,12.713717425477878,36.8,2.6,2.3,4.9,13.31521739130435,46.938775510204074,O,O,2.0,False,1689
노루페인트,2023,의무,제조업(10~34),782.2,4893819889.0,543426334.0,11.104338662349983,30.2,0.0,4.9,4.9,16.225165562913908,100.0,O,O,2.0,False,1690
아시아나항공,2023,의무,운수 및 창고업(49~52),8125.9,91739812959.0,3075537634.0,3.352456839403528,210.2,7.2,8.4,15.6,7.421503330161751,53.846153846153854,O,O,0.0,False,1691
조선내화,2023,의무,제조업(10~34),528.6,2214132635.0,91120728.0,4.115414160814264,8.2,0.0,0.0,0.0,0.0,,O,O,0.0,False,1692
원익큐엔씨,2023,의무,제조업(10~34),1081.0,3690914485.0,382487764.0,10.3629538303974,19.3,1.0,0.3,1.3,6.7357512953367875,23.076923076923077,O,O,0.0,False,1693
삼성바이오로직스,2023,의무,제조업(10~34),4283.2,58959716664.0,4849518996.0,8.225139587485586,154.8,7.5,2.0,9.5,6.136950904392764,21.052631578947366,O,O,0.0,False,1694
태광산업,2023,의무,제조업(10~34),1388.0,11808941836.0,522949947.0,4.428423429148983,33.6,0.0,3.9,3.9,11.607142857142856,100.0,O,O,0.0,False,1695
금호타이어,2023,의무,제조업(10~34),5283.1,16623772035.0,1490067514.0,8.96347417940275,97.0,2.7,0.0,2.7,2.7835051546391756,0.0,X,X,0.0,False,1696
GS글로벌,2023,의무,도매 및 소매업(45~47),252.6,2053261708.0,89487903.0,4.358329123429988,9.8,0.0,0.1,0.1,1.0204081632653061,100.0,X,O,0.0,False,1698
넷마블,2023,의무,정보통신업(58~63),861.3,152262986162.0,6597456682.0,4.33293530377806,787.7,30.4,1.8,32.2,4.087850704582963,5.590062111801242,O,O,7.0,False,1699
엘앤에프,2023,의무,제조업(10~34),1330.0,2566523336.0,592049845.0,23.06816527617187,11.2,2.9,0.0,2.9,25.892857142857146,0.0,O,O,0.0,True,1700
케이티클라우드,2023,의무,정보통신업(58~63),504.0,182565622168.0,7644720104.0,4.187382056499771,547.8,19.3,6.6,25.9,4.7280029207740055,25.482625482625483,O,O,0.0,False,1701
계양전기,2023,의무,제조업(10~34),724.3,2122617564.0,94366682.0,4.445769393435586,8.4,0.0,0.2,0.2,2.380952380952381,100.0,X,O,0.0,False,1703
삼성에스디아이,2023,의무,제조업(10~34),11328.8,152339609558.0,9984501738.0,6.554107475376335,331.7,7.9,2.0,9.9,2.9846246608381066,20.2020202020202,O,X,0.0,False,1704
알루코,2023,의무,제조업(10~34),207.8,426836270.0,16483400.0,3.8617617945166653,4.0,0.0,0.2,0.2,5.0,100.0,O,O,0.0,False,1705
SK네트웍스서비스,2023,의무,"협회 및 단체, 수리 및 기타 개인 서비스업(94~96)",722.2,3542882073.0,413545978.0,11.672586596985498,11.8,2.0,0.0,2.0,16.94915254237288,0.0,O,O,0.0,False,1706
케이씨씨건설,2023,의무,건설업(41~42),1218.0,6212313017.0,501937646.0,8.07972239367925,22.6,0.0,0.0,0.0,0.0,,X,O,0.0,False,1707
테크빌교육,2023,자율,정보통신업(58~63),123.1,3365793913.0,249830826.0,7.4226418033218415,43.4,3.1,0.0,3.1,7.142857142857144,0.0,O,O,0.0,False,1709
아마존웹서비시즈코리아유한책임회사,2023,의무,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",,,,,,,,,,,O,O,0.0,False,1710
디비하이텍,2023,의무,제조업(10~34),2117.0,14715948610.0,679997684.0,4.62082127371604,74.3,3.1,0.0,3.1,4.172274562584119,0.0,O,O,3.0,False,1711
골프존,2023,의무,정보통신업(58~63),497.2,42278231524.0,2051822458.0,4.853141638233486,310.1,5.8,5.4,11.2,3.611738148984198,48.21428571428572,X,O,1.0,False,1712
포스코엠텍,2023,의무,제조업(10~34),1034.0,2530503140.0,250315724.0,9.891934929588746,7.2,0.0,0.0,0.0,0.0,,O,O,9.0,False,1713
태영건설,2023,의무,건설업(41~42),1716.8,4973250865.0,256989927.0,5.167443468589232,14.0,1.0,0.0,1.0,7.142857142857142,0.0,X,O,0.0,False,1714
대성글로벌네트웍,2023,의무,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",1068.3,952268095.0,50980884.0,5.353627226164708,4.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,1715
휴맥스,2023,의무,제조업(10~34),64.5,2371577815.0,329357423.0,13.88769202160883,30.0,0.0,4.0,4.0,13.333333333333334,100.0,O,O,8.0,False,1716
이랜텍,2023,의무,제조업(10~34),353.6,1535194472.0,186563744.0,12.152450220651916,3.9,0.0,0.0,0.0,0.0,,O,X,0.0,False,1721
상신브레이크,2023,의무,제조업(10~34),610.0,2673354847.0,630462692.0,23.583202682857312,9.1,0.0,0.0,0.0,0.0,,O,O,0.0,False,1722
디와이덕양,2023,의무,제조업(10~34),807.3,1494532181.0,60847002.0,4.071307581967685,10.0,0.0,0.0,0.0,0.0,,X,X,0.0,True,1723
카카오,2023,의무,정보통신업(58~63),3654.8,547536023631.0,20919214839.0,3.820609774727452,2842.3,72.5,30.2,102.7,3.6132709425465293,29.406037000973704,O,X,0.0,False,1724
동국제약,2023,의무,제조업(10~34),1155.3,4638803565.0,574054448.0,12.375054040470024,12.1,1.0,0.0,1.0,8.264462809917356,0.0,X,X,0.0,False,1726
신세계아이앤씨,2023,의무,정보통신업(58~63),1251.9,43463646866.0,3123763035.0,7.18707071367176,215.9,8.7,3.5,12.2,5.650764242704955,28.68852459016394,O,O,0.0,False,1729
에스텍,2023,의무,제조업(10~34),332.5,901450792.0,60304667.0,6.689734762582582,4.2,0.0,0.0,0.0,0.0,,O,O,0.0,False,1730
세보엠이씨,2023,의무,건설업(41~42),1390.8,1104112294.0,29931460.0,2.7109072295141026,5.0,0.0,0.0,0.0,0.0,,O,O,0.0,True,1731
한국특강,2023,의무,제조업(10~34),534.5,601260387.0,45363244.0,7.544691947251134,2.0,0.0,0.0,0.0,0.0,,X,O,0.0,True,1736
한화시스템,2023,의무,제조업(10~34),4111.7,60514103825.0,6471064085.0,10.693480818477608,284.4,23.2,11.4,34.6,12.165963431786219,32.947976878612714,O,O,2.0,False,1738
산하정보기술,2023,자율,정보통신업(58~63),163.3,5382571838.0,385174178.0,7.155950530576086,88.6,2.0,1.3,3.3,3.724604966139955,39.3939393939394,X,X,0.0,False,1739
엘에스일렉트릭,2023,의무,제조업(10~34),3256.5,33258923026.0,1512323177.0,4.54712010914409,150.5,2.0,1.5,3.5,2.3255813953488373,42.857142857142854,O,O,0.0,False,1740
아남전자,2023,의무,제조업(10~34),141.0,322760423.0,62801610.0,19.457655128925147,2.0,0.8,0.1,0.9,45.0,11.111111111111112,X,X,0.0,False,1741
네이버,2023,의무,정보통신업(58~63),4851.3,1094684425719.0,41560354069.0,3.7965602773331444,3027.7,53.3,66.3,119.6,3.9501932159725204,55.434782608695656,O,O,1.0,False,1742
