기업,연도,자율의무,업종,총임직원,IT투자,보안투자,투자비율,IT인력,전담내부,전담외주,전담계,인력비율,외주의존,CISO임원,CISO겸직,CISO활동건수,수정공시,publish_no
(학)성균관대학삼성창원병원,2022,의무,교육 서비스업(85),2083.8,7569484593.0,1206862817.0,15.943791181186437,17.8,4.0,0.0,4.0,22.47191011235955,0.0,O,O,,False,311
진인프라,2025,의무,도매 및 소매업(45~47),342.0,2375484176.0,241215818.0,10.154385385390166,12.0,12.0,0.0,12.0,100.0,0.0,X,O,0.0,False,3110
삼익THK,2025,의무,제조업(10~34),693.3,2394380240.0,141098661.0,5.892909515491157,10.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3111
이녹스첨단소재,2025,의무,제조업(10~34),780.9,3914982473.0,182090542.0,4.651120235040705,10.9,0.0,0.2,0.2,1.834862385321101,100.0,X,O,0.0,False,3112
일동제약,2025,의무,제조업(10~34),1067.0,7890510671.0,675379680.0,8.559391250584369,16.0,0.0,2.0,2.0,12.5,100.0,O,O,0.0,False,3113
유니퀘스트,2025,의무,도매 및 소매업(45~47),213.7,2716116389.0,68013488.0,2.5040711905958015,2.0,1.0,0.0,1.0,50.0,0.0,O,O,3.0,False,3114
에이스침대,2025,의무,제조업(10~34),571.8,904028761.0,32086306.0,3.549257212182876,8.4,0.0,0.0,0.0,0.0,,X,X,0.0,False,3115
일진전기,2025,의무,제조업(10~34),945.7,3705355052.0,491773.0,0.013271953513187919,0.0,0.0,0.0,0.0,,,X,X,0.0,False,3116
HD현대중공업,2025,의무,제조업(10~34),14540.4,62274409039.0,4030999332.0,6.472962801582821,94.5,12.9,13.1,26.0,27.513227513227513,50.38461538461539,O,O,0.0,False,3117
에스앤티모티브,2025,의무,제조업(10~34),591.0,3266551744.0,284422178.0,8.707107686949287,10.5,0.0,0.0,0.0,0.0,,O,O,0.0,False,3118
동성화인텍,2025,의무,제조업(10~34),569.6,1455487034.0,146778170.0,10.084471147545791,6.9,0.0,1.4,1.4,20.289855072463766,100.0,O,O,0.0,False,3119
씨제이올리브영,2022,자율,도매 및 소매업(45~47),8989.0,40372805209.0,2597118798.0,6.432842069198213,155.2,4.5,6.0,10.5,6.765463917525774,57.14285714285714,X,X,,False,312
아토리서치,2025,의무,정보통신업(58~63),80.0,36855500.0,6773800.0,18.379346366213998,42.0,6.0,0.0,6.0,14.285714285714285,0.0,O,O,0.0,False,3120
태광산업,2025,의무,제조업(10~34),975.3,11316745101.0,794810784.0,7.023316129385708,31.5,0.0,3.6,3.6,11.428571428571429,100.0,O,O,3.0,False,3121
카카오게임즈,2025,의무,정보통신업(58~63),492.8,66438079253.0,3645732411.0,5.487413922845125,219.5,19.6,1.0,20.6,9.38496583143508,4.854368932038835,O,X,0.0,False,3122
엘에스일렉트릭,2025,의무,제조업(10~34),3399.6,44699922278.0,2294529867.0,5.133185361553304,142.9,2.0,3.5,5.5,3.8488453463960814,63.63636363636363,O,O,1.0,False,3124
호스트웨이아이디씨,2025,의무,정보통신업(58~63),64.8,5037012974.0,195501082.0,3.8812900226609583,39.8,2.0,0.0,2.0,5.025125628140704,0.0,O,O,0.0,False,3125
넥스틸,2025,의무,제조업(10~34),413.2,646767444.0,34069459.0,5.2676521238134555,7.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3126
원일특강,2025,의무,제조업(10~34),153.9,508386565.0,14790000.0,2.909203550648511,2.9,0.0,0.0,0.0,0.0,,O,O,4.0,False,3127
앰진,2025,자율,정보통신업(58~63),24.0,1562659955.0,214641750.0,13.735665863402765,24.0,4.0,0.0,4.0,16.666666666666664,0.0,O,O,0.0,False,3128
애경산업,2022,의무,제조업(10~34),868.9,6336112461.0,486521382.0,7.678547137454289,17.3,1.0,0.8,1.8,10.404624277456648,44.44444444444445,O,O,,False,313
한국단자공업,2025,의무,제조업(10~34),1177.1,6101247907.0,785327252.0,12.871584042651163,11.1,2.0,0.0,2.0,18.01801801801802,0.0,O,O,0.0,False,3131
디비하이텍,2025,의무,제조업(10~34),2051.3,17293819345.0,659393632.0,3.8128860886397797,82.5,3.5,0.0,3.5,4.242424242424243,0.0,O,O,3.0,False,3132
네이블,2025,의무,정보통신업(58~63),118.5,1032857653.0,247486478.0,23.961334582859504,6.0,2.0,0.0,2.0,33.33333333333333,0.0,O,O,0.0,False,3133
계양전기,2025,의무,제조업(10~34),733.4,2007990755.0,99070376.0,4.933806380996012,8.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3134
조선내화,2025,의무,제조업(10~34),517.8,2478012346.0,149405450.0,6.02924558633333,4.5,0.0,0.4,0.4,8.88888888888889,100.0,O,O,0.0,False,3135
하이트진로,2025,의무,제조업(10~34),3028.6,15952528598.0,1155657470.0,7.244352911831714,33.3,1.0,0.0,1.0,3.0030030030030033,0.0,O,O,0.0,False,3136
현대글로비스,2025,의무,운수 및 창고업(49~52),1880.1,62855134745.0,5728864353.0,9.114393559478797,202.6,9.5,2.0,11.5,5.676209279368213,17.391304347826086,X,X,1.0,False,3137
LX인터내셔널,2025,의무,도매 및 소매업(45~47),401.8,10052703228.0,581372611.0,5.783246533934186,32.3,1.0,0.6,1.6,4.953560371517029,37.49999999999999,X,O,0.0,False,3138
미원스페셜티케미칼,2025,의무,제조업(10~34),513.0,675734914.0,38181223.0,5.650325624583607,1.7,0.0,0.0,0.0,0.0,,O,O,1.0,False,3139
컴투스,2022,의무,정보통신업(58~63),1201.4,65802826811.0,1892850513.0,2.87654893373605,514.5,4.0,17.1,21.1,4.1010689990281834,81.04265402843602,O,X,,False,314
에스케이하이닉스,2025,의무,제조업(10~34),31480.5,778076480212.0,62209055328.0,7.9952365750793675,1720.8,34.6,104.8,139.4,8.100883310088332,75.1793400286944,O,X,7.0,False,3141
한국석유공업,2025,의무,제조업(10~34),234.0,766487924.0,194329187.0,25.353196171163685,4.0,1.0,0.0,1.0,25.0,0.0,X,X,0.0,False,3142
지마켓,2025,의무,정보통신업(58~63),1047.1,135744038397.0,14999263564.0,11.049666520258388,570.3,17.4,43.6,61.0,10.69612484657198,71.47540983606558,O,O,3.0,True,3143
삼천리,2025,의무,"전기, 가스, 증기 및 공기 조절 공급업(35)",870.8,12249742954.0,549193649.0,4.483307536021951,55.1,1.0,1.3,2.3,4.174228675136115,56.52173913043479,O,O,0.0,False,3144
조일알미늄,2025,의무,제조업(10~34),391.2,537753332.0,17083000.0,3.176735314026841,4.0,0.0,0.0,0.0,0.0,,X,O,0.0,False,3145
한국아이비엠,2025,의무,도매 및 소매업(45~47),,,,,,,,,,,O,X,0.0,False,3146
스노우,2025,자율,정보통신업(58~63),367.8,37671906209.0,958736934.0,2.5449652817699815,181.8,3.0,0.9,3.9,2.145214521452145,23.076923076923077,X,O,0.0,False,3148
삼부토건,2025,의무,건설업(41~42),405.8,710387135.0,28840404.0,4.059815075339166,2.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3149
컴투스플랫폼,2022,자율,정보통신업(58~63),147.4,15816403243.0,973991609.0,6.1581106275288455,133.7,4.5,1.3,5.8,4.338070306656695,22.413793103448278,O,O,,False,315
HD현대미포,2025,의무,제조업(10~34),4107.4,11784414403.0,640741015.0,5.43719011474074,47.8,3.0,1.8,4.8,10.0418410041841,37.5,X,O,0.0,False,3150
네이트커뮤니케이션즈,2025,의무,정보통신업(58~63),189.5,11570388148.0,1174867148.0,10.154085869652366,114.5,6.0,3.0,9.0,7.860262008733625,33.33333333333333,O,O,2.0,True,3151
넷마블,2025,의무,정보통신업(58~63),786.0,109968720601.0,5685455582.0,5.170066134195163,716.0,33.9,4.0,37.9,5.293296089385475,10.554089709762533,O,O,1.0,False,3152
대구가톨릭대학교의료원,2025,의무,교육 서비스업(85),2121.0,4313744438.0,583879693.0,13.535333429968018,20.2,2.1,0.0,2.1,10.396039603960396,0.0,O,O,1.0,False,3154
엘지,2025,의무,금융 및 보험업(64~66),204.6,9971682399.0,2255771085.0,22.621770276460246,15.9,0.8,2.0,2.8,17.61006289308176,71.42857142857143,O,O,1.0,False,3155
에이치디한국조선해양,2025,의무,금융 및 보험업(64~66),1335.8,32867567297.0,2691161631.0,8.187894183594285,156.1,12.0,1.8,13.8,8.840486867392698,13.043478260869565,O,O,1.0,False,3156
에이피위성,2025,의무,제조업(10~34),153.2,1072073643.0,229864137.0,21.441077159286156,4.0,1.0,0.0,1.0,25.0,0.0,O,O,0.0,False,3157
프라이빗테크놀로지,2025,자율,정보통신업(58~63),33.7,2444968453.0,53511485.0,2.188637032692217,25.7,0.2,0.0,0.2,0.7782101167315176,0.0,X,X,0.0,False,3158
유성기업,2025,의무,제조업(10~34),544.8,715504769.0,45891447.0,6.413856201704786,3.1,0.0,0.1,0.1,3.225806451612903,100.0,X,O,0.0,False,3159
엘에스일렉트릭,2022,의무,제조업(10~34),3344.3,27442372873.0,1434277536.0,5.226506988435963,71.8,2.0,1.8,3.8,5.2924791086350975,47.36842105263158,O,O,2.0,False,316
케이씨씨건설,2025,의무,건설업(41~42),1144.1,7314511968.0,518806502.0,7.09283824087934,27.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,3160
넥센,2025,의무,제조업(10~34),785.7,2284168405.0,199539321.0,8.735753483115007,17.2,0.0,0.8,0.8,4.651162790697675,100.0,X,X,0.0,False,3161
드림마크원,2025,의무,정보통신업(58~63),6.2,8223684866.0,142302416.0,1.7303972406376495,19.7,0.0,3.1,3.1,15.736040609137056,100.0,O,O,0.0,False,3162
와이어블,2025,의무,정보통신업(58~63),177.7,279602175.0,15219708.0,5.443343922485582,2.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3163
샘표식품,2025,의무,제조업(10~34),789.2,2936026095.0,177124699.0,6.032803976151309,29.9,1.0,0.0,1.0,3.3444816053511706,0.0,O,O,0.0,False,3164
드림마크원인천,2025,의무,건설업(41~42),2.4,2357567836.0,75068794.0,3.1841626295414054,15.5,0.9,1.2,2.1,13.548387096774196,57.14285714285714,O,O,0.0,False,3165
에이치디현대에너지솔루션,2025,의무,제조업(10~34),226.7,547815787.0,12227282.0,2.2320061396843243,6.4,0.0,0.4,0.4,6.25,100.0,X,O,0.0,False,3166
아이티엠반도체,2025,의무,제조업(10~34),368.3,1913032427.0,203858987.0,10.656326788965611,5.9,1.0,0.0,1.0,16.94915254237288,0.0,O,O,0.0,False,3167
네이버클라우드,2025,의무,정보통신업(58~63),1954.6,651237359588.0,33253348017.0,5.1061794179064695,1474.1,47.2,36.3,83.5,5.664473237907877,43.47305389221556,O,X,0.0,False,3168
동아오츠카,2025,자율,제조업(10~34),869.9,3241787769.0,167513735.0,5.1673257762852645,8.0,1.1,0.0,1.1,13.750000000000002,0.0,X,O,2.0,False,3169
영남대학교의료원,2022,의무,보건업 및 사회복지 서비스업(86~87),2724.2,5637203021.0,549242837.0,9.743179994652174,38.2,2.0,0.0,2.0,5.235602094240837,0.0,O,O,2.0,False,317
드림라인,2025,의무,정보통신업(58~63),140.4,21778641399.0,793335465.0,3.6427224750411993,37.9,4.0,1.1,5.1,13.456464379947228,21.568627450980397,O,O,0.0,True,3170
인천도시가스,2025,의무,"전기, 가스, 증기 및 공기 조절 공급업(35)",212.2,1587841307.0,120570907.0,7.593385212266682,7.1,0.0,0.0,0.0,0.0,,O,O,0.0,False,3171
가비아,2025,의무,정보통신업(58~63),393.0,33469128823.0,1878427963.0,5.61241965075931,250.6,13.4,0.0,13.4,5.347166799680767,0.0,O,O,0.0,False,3172
삼호개발,2025,의무,건설업(41~42),1365.2,583056519.0,15909860.0,2.728699445344852,2.0,0.0,0.0,0.0,0.0,,X,O,3.0,False,3173
대신증권,2025,자율,금융 및 보험업(64~66),1453.4,68656412723.0,5641484733.0,8.216981501438239,182.1,10.0,4.3,14.3,7.852828116419551,30.069930069930066,O,O,3.0,False,3174
캐논코리아,2025,자율,제조업(10~34),1292.0,6558523678.0,966816835.0,14.741379043017004,25.8,5.0,0.0,5.0,19.37984496124031,0.0,O,O,4.0,False,3175
코웨이,2025,의무,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",6210.0,73656829279.0,3386492422.0,4.597662504820186,387.4,10.2,0.8,11.0,2.8394424367578734,7.272727272727273,O,O,0.0,False,3176
한미글로벌건축사사무소,2025,자율,"전문, 과학 및 기술 서비스업(70~73)",1177.0,2769816810.0,84261731.0,3.0421409349450803,13.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,3177
포스코퓨처엠,2025,의무,제조업(10~34),3009.9,17954002009.0,1819641415.0,10.135018443731088,56.7,9.1,2.0,11.1,19.576719576719576,18.01801801801802,O,O,4.0,False,3178
아이에스동서,2025,의무,건설업(41~42),595.4,1410029880.0,82803947.0,5.872495907675375,6.6,0.0,0.0,0.0,0.0,,O,O,0.0,False,3179
인제대학교부산백병원,2022,의무,보건업 및 사회복지 서비스업(86~87),2289.4,4048308722.0,457680094.0,11.305464218002887,20.8,1.0,0.0,1.0,4.8076923076923075,0.0,O,O,2.0,False,318
파마리서치,2025,의무,제조업(10~34),423.3,2536749299.0,179697476.0,7.0837696129782195,3.5,0.6,0.0,0.6,17.142857142857142,0.0,O,O,0.0,False,3180
학교법인가톨릭학원가톨릭대학교인천성모병원,2025,의무,보건업 및 사회복지 서비스업(86~87),2447.9,5633483096.0,519761901.0,9.226297339368106,25.1,1.0,0.9,1.9,7.569721115537847,47.36842105263158,O,O,6.0,False,3181
휴비스,2025,의무,제조업(10~34),741.3,7045057782.0,464382920.0,6.591612650594439,19.0,0.0,3.0,3.0,15.789473684210526,100.0,O,O,11.0,False,3182
네이버웹툰유한회사,2025,의무,정보통신업(58~63),767.9,52433200075.0,3802154626.0,7.251425853393329,222.3,13.5,1.9,15.4,6.927575348627981,12.337662337662337,O,O,0.0,False,3183
토스뱅크,2025,자율,금융 및 보험업(64~66),599.3,96675749359.0,9476643559.0,9.80250333908353,324.3,25.6,1.6,27.2,8.387295713845203,5.882352941176471,O,O,8.0,False,3184
오씨아이홀딩스,2025,의무,제조업(10~34),,,,,,,,,,,X,O,0.0,False,3186
오씨아이,2025,의무,제조업(10~34),1672.2,13716522806.0,651974426.0,4.753204840769175,33.2,2.0,3.0,5.0,15.06024096385542,60.0,O,O,0.0,False,3187
세진중공업,2025,의무,제조업(10~34),327.6,959201683.0,56314830.0,5.871010341002498,7.3,0.0,0.0,0.0,0.0,,O,O,3.0,False,3188
크라운제과,2025,의무,제조업(10~34),1307.8,1613392107.0,258180731.0,16.00235490677283,9.0,1.0,0.0,1.0,11.11111111111111,0.0,X,O,0.0,False,3189
대원전선,2022,의무,제조업(10~34),157.8,345082976.0,2848000.0,0.8253087512494386,2.7,0.0,0.0,0.0,0.0,,O,O,,False,319
네이버제트,2025,자율,정보통신업(58~63),351.3,34886300307.0,621411766.0,1.7812486865375996,144.8,2.0,0.6,2.6,1.7955801104972375,23.076923076923077,X,O,0.0,False,3190
웅진씽크빅,2025,의무,정보통신업(58~63),1893.7,42011704230.0,1962433722.0,4.6711595208238474,194.8,3.4,1.1,4.5,2.3100616016427105,24.444444444444446,X,X,0.0,False,3191
크림,2025,자율,정보통신업(58~63),189.8,8291539589.0,253290369.0,3.054805036883965,62.4,1.0,0.2,1.2,1.9230769230769231,16.666666666666668,X,O,0.0,False,3192
성도이엔지,2025,의무,건설업(41~42),554.9,845524969.0,123464429.0,14.602103252612519,2.9,0.9,0.0,0.9,31.03448275862069,0.0,X,O,0.0,False,3193
파트론,2025,의무,제조업(10~34),541.0,995167710.0,37327000.0,3.750825074499252,8.0,0.0,1.0,1.0,12.5,100.0,X,O,0.0,False,3194
동아쏘시오홀딩스,2025,자율,금융 및 보험업(64~66),97.0,3139386676.0,270093344.0,8.603379318158257,9.9,1.8,0.2,2.0,20.2020202020202,10.0,O,O,2.0,False,3195
에스티팜,2025,자율,제조업(10~34),677.0,3316555753.0,92421743.0,2.7866784062471934,11.2,0.0,0.5,0.5,4.464285714285714,100.0,O,O,2.0,False,3196
현대건설,2025,의무,건설업(41~42),8139.0,37760501834.0,4208527555.0,11.145316800876286,88.3,7.6,8.1,15.7,17.780294450736125,51.59235668789809,X,X,6.0,False,3197
한국카본,2025,의무,제조업(10~34),800.9,1803485511.0,353763210.0,19.61552825582972,5.3,2.3,0.0,2.3,43.39622641509433,0.0,O,O,0.0,False,3198
엘앤에프,2025,의무,제조업(10~34),1715.1,6649527890.0,1526695204.0,22.95945259957395,27.6,9.3,0.0,9.3,33.69565217391305,0.0,X,O,1.0,False,3199
위대한상상,2022,자율,도매 및 소매업(45~47),1079.8,37402989163.0,1977829521.0,5.287891597061231,257.8,7.7,0.4,8.1,3.1419705197827774,4.938271604938272,O,O,,False,320
휴온스,2025,의무,제조업(10~34),1020.2,3486825066.0,277858506.0,7.96881118899241,15.3,0.0,3.1,3.1,20.26143790849673,100.0,O,O,0.0,False,3200
한국오라클유한회사,2025,의무,정보통신업(58~63),,,,,,,,,,,O,O,0.0,False,3201
인탑스,2025,자율,제조업(10~34),340.0,697320644.0,87349650.0,12.526468383173237,6.0,1.0,0.0,1.0,16.666666666666664,0.0,X,O,1.0,False,3202
엔에이치투자증권,2025,자율,금융 및 보험업(64~66),3095.4,132110735339.0,9988398211.0,7.560625701892794,309.2,27.8,5.0,32.8,10.608020698576972,15.243902439024392,O,O,3.0,False,3203
에스와이,2025,의무,제조업(10~34),307.0,412889676.0,54066201.0,13.094587765861213,2.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3204
동서,2025,의무,도매 및 소매업(45~47),282.0,1302358647.0,123902308.0,9.513685672177212,0.0,0.0,0.0,0.0,,,O,O,2.0,False,3205
헥토이노베이션,2025,의무,정보통신업(58~63),193.5,12165727490.0,1431270720.0,11.764777085270714,73.2,4.8,0.8,5.6,7.650273224043715,14.285714285714288,O,O,0.0,True,3206
한국제지,2025,의무,제조업(10~34),779.8,3638294422.0,62440732.0,1.7162088813492948,11.3,0.0,0.0,0.0,0.0,,O,O,0.0,True,3207
신라교역,2025,의무,"농업, 임업 및 어업(01~03)",527.1,791189811.0,26676667.0,3.3717151850429983,5.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3208
한양이엔지,2025,의무,건설업(41~42),2284.3,4559114656.0,299731387.0,6.574333168075516,9.0,0.0,0.0,0.0,0.0,,X,O,0.0,False,3209
아이마켓코리아,2022,의무,도매 및 소매업(45~47),444.7,10786133308.0,1181123072.0,10.950384519389996,47.0,1.0,0.2,1.2,2.553191489361702,16.666666666666668,O,O,,False,321
한국콜마,2025,의무,제조업(10~34),1194.9,10855221464.0,1074867073.0,9.901843795307757,14.1,2.4,0.0,2.4,17.02127659574468,0.0,O,X,0.0,False,3210
대한해운,2025,의무,운수 및 창고업(49~52),206.8,728656703.0,25006550.0,3.4318698911358263,3.0,0.0,0.0,0.0,0.0,,X,O,0.0,False,3211
솔브레인,2025,의무,제조업(10~34),1148.8,4979399290.0,1315791073.0,26.424694955523442,13.6,5.6,0.0,5.6,41.17647058823529,0.0,O,O,0.0,False,3212
제우스,2025,의무,제조업(10~34),610.5,2667072722.0,139740330.0,5.239464557802185,5.3,0.3,0.0,0.3,5.660377358490567,0.0,O,O,0.0,False,3213
강남제비스코,2025,의무,제조업(10~34),648.3,1026766631.0,93292990.0,9.086094851869023,2.2,0.0,0.1,0.1,4.545454545454546,100.0,O,O,0.0,False,3214
대림,2025,자율,도매 및 소매업(45~47),522.4,19842407246.0,1703856003.0,8.586942006965801,67.9,2.8,5.8,8.6,12.665684830633284,67.44186046511628,X,X,0.0,False,3215
주성엔지니어링,2025,의무,제조업(10~34),519.3,3241761531.0,518893196.0,16.006519635635716,3.8,1.0,0.0,1.0,26.31578947368421,0.0,O,O,0.0,False,3216
일신방직,2025,의무,제조업(10~34),592.5,427459219.0,22814759.0,5.3372948777132345,3.0,0.0,0.0,0.0,0.0,,X,X,0.0,False,3217
분당서울대학교병원,2025,자율,보건업 및 사회복지 서비스업(86~87),5378.5,24505460331.0,1532775189.0,6.254831242900597,95.9,4.7,1.0,5.7,5.943691345151199,17.543859649122805,X,X,4.0,False,3218
에이치제이중공업,2022,의무,건설업(41~42),2292.1,7533865438.0,640761458.0,8.505082328230456,36.9,0.0,0.0,0.0,0.0,,X,O,,False,322
롯데웰푸드,2025,의무,제조업(10~34),6899.0,43068656388.0,3583502654.0,8.320442183560788,92.4,2.1,2.3,4.4,4.761904761904763,52.27272727272726,O,O,1.0,False,3220
한세실업,2025,의무,제조업(10~34),441.3,4050164773.0,309398937.0,7.639169128687693,12.0,1.0,0.0,1.0,8.333333333333332,0.0,X,O,0.0,False,3221
사조대림,2025,의무,제조업(10~34),872.4,3915384607.0,242439681.0,6.1919761488197524,14.1,0.0,0.7,0.7,4.964539007092198,100.0,O,O,2.0,False,3222
씨엠비,2025,의무,정보통신업(58~63),315.7,18327284603.0,685541097.0,3.740549196730341,98.1,7.1,0.0,7.1,7.237512742099899,0.0,O,O,0.0,True,3223
에스케이케미칼,2025,의무,제조업(10~34),1447.4,26918045102.0,1796552733.0,6.674157525898925,89.3,3.0,6.4,9.4,10.526315789473685,68.08510638297872,O,O,1.0,False,3224
엔비티,2025,의무,"전문, 과학 및 기술 서비스업(70~73)",76.3,6416768684.0,259708212.0,4.047336358681182,28.5,2.0,0.5,2.5,8.771929824561402,20.0,O,O,0.0,True,3225
현대비앤지스틸,2025,의무,제조업(10~34),503.2,8673456990.0,617516131.0,7.1196079223308635,20.1,0.0,0.0,0.0,0.0,,O,O,1.0,False,3226
오뚜기,2025,의무,제조업(10~34),3346.3,17359005442.0,1373523289.0,7.912453818792921,88.6,2.5,3.5,6.0,6.772009029345373,58.333333333333336,X,X,0.0,False,3227
유진기업,2025,의무,제조업(10~34),680.7,8320229626.0,416608601.0,5.007176721398818,26.8,0.0,1.1,1.1,4.104477611940299,100.0,X,O,0.0,False,3228
동국씨엠,2025,의무,제조업(10~34),1401.5,10407562439.0,390723616.0,3.754227930796275,45.3,0.0,1.5,1.5,3.3112582781456954,100.0,X,O,0.0,False,3229
호텔롯데,2022,자율,숙박 및 음식점업(55~56),3634.0,80631414093.0,12962053146.0,16.07568624686355,334.0,13.7,10.9,24.6,7.365269461077845,44.30894308943089,O,X,3.0,False,323
선진,2025,의무,제조업(10~34),428.6,7274586342.0,476941786.0,6.556273629558358,41.7,2.9,0.0,2.9,6.954436450839328,0.0,O,O,0.0,False,3230
해태제과식품,2025,의무,제조업(10~34),1552.4,2816648787.0,225586498.0,8.009038934537207,18.7,1.0,0.0,1.0,5.347593582887701,0.0,X,O,0.0,False,3231
고신대학교복음병원,2025,의무,보건업 및 사회복지 서비스업(86~87),1819.0,3233935785.0,115823450.0,3.581501232560807,19.1,1.0,0.1,1.1,5.7591623036649215,9.090909090909092,O,O,0.0,False,3232
삼양패키징,2025,의무,제조업(10~34),534.6,3770492588.0,151190722.0,4.009840053291201,8.7,0.0,0.3,0.3,3.4482758620689653,100.0,O,O,0.0,False,3233
포스코이앤씨,2025,자율,건설업(41~42),6298.6,41627310595.0,3402626345.0,8.174023967353541,107.9,5.9,4.2,10.1,9.360518999073216,41.584158415841586,O,O,1.0,False,3234
아시아나항공,2025,의무,운수 및 창고업(49~52),7700.2,124876550455.0,3489051749.0,2.7940007441647747,213.4,8.0,7.5,15.5,7.2633552014995315,48.38709677419355,O,O,1.0,False,3235
세아제강,2025,의무,제조업(10~34),776.0,8935734033.0,111990925.0,1.2532929537340003,23.8,0.0,2.6,2.6,10.92436974789916,100.0,O,O,0.0,False,3236
코스콤,2025,의무,정보통신업(58~63),821.7,150560157355.0,11649550207.0,7.737472125199746,641.1,25.3,5.0,30.3,4.7262517547964435,16.5016501650165,O,O,0.0,False,3237
가온전선,2025,의무,제조업(10~34),475.3,2489311115.0,267329914.0,10.739112214183802,13.4,0.0,1.6,1.6,11.940298507462686,100.0,O,X,0.0,False,3239
씨제이씨지브이,2022,의무,정보통신업(58~63),1072.3,27797062263.0,1356906668.0,4.881475082372808,53.9,2.1,0.0,2.1,3.8961038961038965,0.0,X,X,,False,324
에이치제이중공업,2025,의무,건설업(41~42),2430.1,7515419674.0,498546937.0,6.633653989074623,36.5,0.0,0.0,0.0,0.0,,X,O,0.0,False,3240
CJ제일제당,2025,의무,제조업(10~34),8689.0,62649255030.0,5702459764.0,9.102198839027439,243.6,18.0,17.6,35.6,14.614121510673236,49.438202247191015,X,O,0.0,False,3241
패스트레인,2025,자율,"전문, 과학 및 기술 서비스업(70~73)",67.9,2690974530.0,231814380.0,8.614514088321751,18.7,2.0,0.3,2.3,12.29946524064171,13.043478260869565,O,O,5.0,False,3242
현대제철,2025,의무,제조업(10~34),11747.2,119125758863.0,7634424976.0,6.408710466037772,263.9,16.9,6.0,22.9,8.67752936718454,26.200873362445414,X,O,0.0,False,3243
한독,2025,의무,제조업(10~34),983.6,9306984636.0,664771815.0,7.142719591785088,20.3,0.0,0.3,0.3,1.477832512315271,100.0,O,O,0.0,False,3244
경남스틸,2025,의무,제조업(10~34),111.6,85544507.0,6420000.0,7.504865274400377,0.0,0.0,0.0,0.0,,,O,O,0.0,False,3245
지엔텔,2025,의무,건설업(41~42),251.9,1882194731.0,61862225.0,3.2867069480708264,17.8,0.0,0.0,0.0,0.0,,O,O,0.0,False,3246
빙그레,2025,의무,제조업(10~34),1937.4,7505382026.0,544483969.0,7.254580341331182,22.0,0.0,1.0,1.0,4.545454545454546,100.0,O,O,3.0,False,3247
도화엔지니어링,2025,의무,"전문, 과학 및 기술 서비스업(70~73)",2753.5,6122861052.0,266302064.0,4.349307647819542,10.0,0.0,0.0,0.0,0.0,,O,O,0.0,False,3248
경희의료원,2025,의무,보건업 및 사회복지 서비스업(86~87),3106.3,7376091760.0,653242888.0,8.856219652017995,33.0,2.0,0.0,2.0,6.0606060606060606,0.0,X,O,1.0,False,3249
가톨릭대학교서울성모병원,2022,의무,보건업 및 사회복지 서비스업(86~87),4601.3,23730225071.0,880803342.0,3.711736148159857,55.0,3.8,0.8,4.6,8.363636363636363,17.39130434782609,X,X,3.0,False,325
동원에프앤비,2025,의무,제조업(10~34),3234.1,8163731417.0,234566164.0,2.873271449273109,37.0,0.2,1.0,1.2,3.2432432432432434,83.33333333333334,O,O,0.0,False,3250
롯데지주,2025,의무,금융 및 보험업(64~66),311.0,14872271586.0,2065776498.0,13.890120860518826,44.2,3.9,2.1,6.0,13.574660633484163,35.0,O,O,0.0,False,3251
케이티씨에스,2025,의무,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",9295.9,12243408285.0,716329355.0,5.850734847073672,48.3,3.0,0.0,3.0,6.211180124223603,0.0,O,O,0.0,False,3252
더본코리아,2025,의무,도매 및 소매업(45~47),732.0,2060109118.0,249290346.0,12.100832126893193,6.0,2.0,0.0,2.0,33.33333333333333,0.0,X,O,0.0,False,3253
씨티알모빌리티,2025,의무,제조업(10~34),159.9,2427022682.0,74732257.0,3.0791742308076215,26.5,0.0,5.0,5.0,18.867924528301888,100.0,O,O,0.0,False,3254
카카오,2025,의무,정보통신업(58~63),3976.3,722173576541.0,31327055042.0,4.337884417212746,3165.9,72.9,18.4,91.3,2.883856091474778,20.153340635268346,O,X,0.0,True,3256
국민은행,2025,자율,금융 및 보험업(64~66),16280.8,567282446843.0,42511775900.0,7.4939346592836635,1884.9,65.7,31.4,97.1,5.151466921322085,32.33779608650875,O,O,2.0,False,3257
덴티움,2025,의무,제조업(10~34),858.3,2947633772.0,116261653.0,3.94423669942943,30.6,1.9,2.0,3.9,12.745098039215685,51.28205128205129,X,X,0.0,False,3258
빗썸,2025,의무,정보통신업(58~63),448.5,95317527118.0,10642550668.0,11.165365898367115,311.9,28.0,3.8,31.8,10.195575504969542,11.949685534591193,X,O,0.0,True,3259
