publish_no,no,공시연도,자율의무,기업명,업종,게시일,수정공시일
4465,3686,2026,의무,(학) 일송학원한림대성심병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4464,3685,2026,의무,동국산업(주),제조업(10~34),2026-06-29,
4461,3684,2026,자율,이원컴포텍,제조업(10~34),2026-06-29,
4016,3683,2026,자율,휴네시온,정보통신업(58~63),2026-06-29,
4460,3682,2026,의무,(주) 이마트 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2026-06-29,
4458,3681,2026,의무,건국대학교병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4453,3680,2026,의무,한국쉘석유 주식회사,제조업(10~34),2026-06-29,
4459,3679,2026,의무,주식회사 하림,제조업(10~34),2026-06-29,
4440,3678,2026,자율,숙명여자대학교 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2026-06-29,
4457,3677,2026,의무,(주) 나무가,제조업(10~34),2026-06-29,
4348,3676,2026,의무,한성기업,제조업(10~34),2026-06-29,
4455,3675,2026,의무,네이버 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4456,3674,2026,의무,아이에스동서 (주),건설업(41~42),2026-06-29,
4450,3673,2026,의무,(주)케이티아이에스,"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2026-06-29,
4454,3672,2026,의무,씨에스윈드(주),제조업(10~34),2026-06-29,
4451,3671,2026,의무,이수스페셜티케미컬,제조업(10~34),2026-06-29,
4213,3670,2026,자율,에스지에이솔루션즈,정보통신업(58~63),2026-06-29,
4449,3669,2026,의무,에쓰-오일(S-OIL) (주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2026-06-29,
4446,3668,2026,의무,고려대학교 안산병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4448,3667,2026,의무,신라교역 (주),"농업, 임업 및 어업(01~03)",2026-06-29,
4438,3666,2026,의무,고려대학교 구로병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4447,3665,2026,의무,이구산업(주),제조업(10~34),2026-06-29,
4428,3664,2026,의무,고려대학교의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4102,3663,2026,의무,주식회사 엘엑스하우시스,제조업(10~34),2026-06-29,
4416,3662,2026,의무,KPX케미칼(주),제조업(10~34),2026-06-29,
4444,3661,2026,의무,일지테크,제조업(10~34),2026-06-29,
4441,3660,2026,의무,[수정] 주식회사 골프존 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,2026-08-03
4443,3659,2026,의무,금강방송 주식회사,정보통신업(58~63),2026-06-29,
4433,3658,2026,의무,주식회사 무신사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2026-06-29,
4432,3657,2026,의무,(주)대교 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2026-06-29,
4434,3656,2026,의무,한국철강주식회사,제조업(10~34),2026-06-29,
4436,3655,2026,의무,보령,제조업(10~34),2026-06-29,
4437,3654,2026,의무,주식회사 우아한형제들 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4303,3653,2026,의무,한국무브넥스 (주),제조업(10~34),2026-06-29,
4435,3652,2026,자율,(주)에스알 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2026-06-29,
4431,3651,2026,의무,(주)팜스토리,제조업(10~34),2026-06-29,
4430,3650,2026,의무,아바코,제조업(10~34),2026-06-29,
4429,3649,2026,의무,네이버웹툰 유한회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4423,3648,2026,자율,주식회사 오픈에셋,정보통신업(58~63),2026-06-29,
4273,3647,2026,의무,피에스케이 주식회사,제조업(10~34),2026-06-29,
4426,3646,2026,의무,실리콘투,도매 및 소매업(45~47),2026-06-29,
4415,3645,2026,의무,(주)신세계아이앤씨 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4425,3644,2026,의무,동국제강,제조업(10~34),2026-06-29,
4419,3643,2026,의무,(주)더존비즈온 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4424,3642,2026,의무,[수정] 자화전자주식회사,제조업(10~34),2026-06-29,2026-07-28
4421,3641,2026,의무,HD현대중공업 주식회사,제조업(10~34),2026-06-29,
4422,3640,2026,의무,아주대학교의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),교육 서비스업(85),2026-06-29,
4420,3639,2026,의무,에스제이지세종,제조업(10~34),2026-06-29,
4116,3638,2026,의무,삼성전자(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2026-06-29,
4418,3637,2026,의무,주식회사 삼립,제조업(10~34),2026-06-29,
4413,3636,2026,의무,에이치엠엠(주),운수 및 창고업(49~52),2026-06-29,
4297,3635,2026,의무,켐트로닉스,제조업(10~34),2026-06-29,
4417,3634,2026,의무,연세대학교 의료원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4404,3633,2026,자율,에스케이어스온 주식회사,광업(05~08),2026-06-29,
4400,3632,2026,자율,에스케이아이이테크놀로지주식회사,제조업(10~34),2026-06-29,
4397,3631,2026,자율,SK인천석유화학 (주),제조업(10~34),2026-06-29,
4395,3630,2026,자율,에스케이지오센트릭 주식회사,제조업(10~34),2026-06-29,
4389,3629,2026,자율,SK에너지 주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2026-06-29,
4382,3628,2026,의무,SK이노베이션 (주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"전문, 과학 및 기술 서비스업(70~73)",2026-06-29,
4414,3627,2026,의무,주식회사 케이티스카이라이프 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4412,3626,2026,의무,한국타이어앤테크놀로지(주),제조업(10~34),2026-06-29,
4392,3625,2026,의무,현대오토에버 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4411,3624,2026,의무,교촌에프앤비(주),도매 및 소매업(45~47),2026-06-29,
4409,3623,2026,의무,브이티,제조업(10~34),2026-06-29,
4406,3622,2026,자율,스마일게이트 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"전문, 과학 및 기술 서비스업(70~73)",2026-06-29,
4405,3621,2026,자율,케이비증권 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2026-06-29,
4402,3620,2026,의무,주식회사 케이티에이치씨엔 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4410,3619,2026,의무,주식회사 서희건설,건설업(41~42),2026-06-29,
4407,3618,2026,의무,현대모비스(주),제조업(10~34),2026-06-29,
4408,3617,2026,의무,주식회사 엘엑스세미콘,제조업(10~34),2026-06-29,
4099,3616,2026,의무,에이치디한국조선해양(주),금융 및 보험업(64~66),2026-06-29,
4403,3615,2026,의무,[수정] 순천향대학교부속부천병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,2026-07-31
4322,3614,2026,의무,효성ITX(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2026-06-29,
4401,3613,2026,의무,한국케이블티브이푸른방송(주),정보통신업(58~63),2026-06-29,
3966,3612,2026,의무,(학) 가톨릭학원가톨릭대학교 성빈센트병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4399,3611,2026,의무,대원제약(주),제조업(10~34),2026-06-29,
4398,3610,2026,의무,엔브이에이치코리아 주식회사,제조업(10~34),2026-06-29,
4385,3609,2026,의무,코웨이㈜ 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),"사업시설 관리, 사업 지원 및 임대 서비스업(74~76)",2026-06-29,
4396,3608,2026,의무,주식회사 크리스에프앤씨,제조업(10~34),2026-06-29,
4393,3607,2026,의무,주식회사 에스씨케이컴퍼니 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),숙박 및 음식점업(55~56),2026-06-29,
4394,3606,2026,자율,에스케이증권주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2026-06-29,
4390,3605,2026,의무,태양금속공업(주),제조업(10~34),2026-06-29,
4210,3604,2026,의무,두나무주식회사 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4388,3603,2026,의무,단국대학교의과대학부속병원 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),보건업 및 사회복지 서비스업(86~87),2026-06-29,
4381,3602,2026,의무,(주)제주항공 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),운수 및 창고업(49~52),2026-06-29,
4386,3601,2026,의무,(주)농심,제조업(10~34),2026-06-29,
4383,3600,2026,의무,(주)유니드,제조업(10~34),2026-06-29,
4380,3599,2026,의무,에스지씨에너지(주),"전기, 가스, 증기 및 공기 조절 공급업(35)",2026-06-29,
4379,3598,2026,의무,미원상사(주),제조업(10~34),2026-06-29,
4378,3597,2026,의무,삼성에스디에스(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),정보통신업(58~63),2026-06-29,
4377,3596,2026,자율,중소기업은행 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),금융 및 보험업(64~66),2026-06-29,
4375,3595,2026,의무,고려제강(주),제조업(10~34),2026-06-29,
4376,3594,2026,의무,주식회사 원익아이피에스,제조업(10~34),2026-06-29,
4374,3593,2026,의무,(주)휴온스,제조업(10~34),2026-06-29,
4372,3592,2026,의무,[수정] 롯데칠성음료(주) 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),제조업(10~34),2026-06-29,2026-07-30
4373,3591,2026,의무,(주)서진시스템,제조업(10~34),2026-06-29,
4371,3590,2026,의무,(주)지에스리테일 정보보호 투자 우수기업 (정보보호 관리체계 인증 또는 정보보호 준비도 평가 AA 등급 이상을 받은 자 중 정보보호 공시를 이행한 자),도매 및 소매업(45~47),2026-06-29,
